provider,hospital,hospcity,hospstate,hsanum,hsacity,hsastate,hrrnum,hrrcity,hrrstate
140211,Delnor-Community Hospital,Geneva,IL,14147,Geneva,IL,166,Melrose Park,IL
140213,Silver Cross Hospital,Joliet,IL,14068,Joliet,IL,164,Joliet,IL
140217,Provena St. Joseph Hospital,Elgin,IL,14037,Elgin,IL,158,Elgin,IL
140223,Advocate Lutheran General Hosp,Park Ridge,IL,14104,Park Ridge,IL,161,Evanston,IL
140224,St. Joseph Hospital,Chicago,IL,14023,Chicago,IL,156,Chicago,IL
140228,SwedishAmerican Hospital,Rockford,IL,14117,Rockford,IL,171,Rockford,IL
140231,Edward Hospital,Naperville,IL,14095,Naperville,IL,163,Hinsdale,IL
140233,OSF St. Anthony Medical Center,Rockford,IL,14117,Rockford,IL,171,Rockford,IL
140234,Illinois Valley Community Hosp,Peru,IL,14107,Peru,IL,170,Peoria,IL
140239,Rockford Memorial Hospital,Rockford,IL,14117,Rockford,IL,171,Rockford,IL
140240,Westlake Hospital,Melrose Park,IL,14084,Melrose Park,IL,166,Melrose Park,IL
140242,Central DuPage Hospital,Winfield,IL,14141,Winfield,IL,166,Melrose Park,IL
140250,Advocate South Suburban Hospital,Hazel Crest,IL,14057,Hazel Crest,IL,155,Blue Island,IL
140251,Our Lady of Resurrection Center,Chicago,IL,14023,Chicago,IL,156,Chicago,IL
140252,Northwest Community Healthcare,Arlington Heights,IL,14004,Arlington Heights,IL,161,Evanston,IL
140258,Alexian Brothers Medical Center,Elk Grove Village,IL,14038,Elk Grove Village,IL,166,Melrose Park,IL
140275,"Genesis Med Ctr, Illini Campus",Silvis,IL,14124,Silvis,IL,191,Davenport,IA
140276,Loyola University Medical Center,Maywood,IL,14084,Melrose Park,IL,166,Melrose Park,IL
140280,Trinity Medical Center-West,Rock Island,IL,14116,Rock Island,IL,191,Davenport,IA
140281,Northwestern Memorial Hospital,Chicago,IL,14023,Chicago,IL,156,Chicago,IL
140286,Kishwaukee Community Hospital,Dekalb,IL,14028,DeKalb,IL,171,Rockford,IL
140288,Advocate Good Samaritan Hospital,Downers Grove,IL,14032,Downers Grove,IL,163,Hinsdale,IL
140289,Anderson Hospital,Maryville,IL,14079,Maryville,IL,273,St. Louis,MO
140290,St. Alexius Medical Center,Hoffman Estates,IL,14063,Hoffman Estates,IL,158,Elgin,IL
140291,Advocate Good Shepherd Hospital,Barrington,IL,14006,Barrington,IL,158,Elgin,IL
140292,Adventist GlenOaks Hospital,Glendale Heights,IL,14050,Glendale Heights,IL,166,Melrose Park,IL
140294,Crossroads Community Hospital,Mount Vernon,IL,14093,Mount Vernon,IL,273,St. Louis,MO
140300,Provident Hosp of Cook County,Chicago,IL,14023,Chicago,IL,156,Chicago,IL
140301,Oak Forest Hosp of Cook County,Oak Forest,IL,14057,Hazel Crest,IL,155,Blue Island,IL
141300,Thomas H. Boyd Memorial Hospital,Carrollton,IL,14018,Carrollton,IL,172,Springfield,IL
141301,John and Mary Kirby Hospital,Monticello,IL,14089,Monticello,IL,173,Urbana,IL
141303,Dr. John Warner Hospital,Clinton,IL,14026,Clinton,IL,172,Springfield,IL
141304,Mercer County Hospital,Aledo,IL,14001,Aledo,IL,191,Davenport,IA
141305,Memorial Hospital,Carthage,IL,14019,Carthage,IL,172,Springfield,IL
141306,Community Memorial Hospital,Staunton,IL,14130,Staunton,IL,273,St. Louis,MO
141307,Pinckneyville Community Hospital,Pinckneyville,IL,14108,Pinckneyville,IL,273,St. Louis,MO
141308,Washington County Hospital,Nashville,IL,14096,Nashville,IL,273,St. Louis,MO
141309,Eureka Community Hospital,Eureka,IL,14146,Eureka,IL,170,Peoria,IL
141310,Mendota Community Hospital,Mendota,IL,14085,Mendota,IL,171,Rockford,IL
141311,Fairfield Memorial Hospital,Fairfield,IL,14043,Fairfield,IL,179,Evansville,IN
141312,Rochelle Community Hospital,Rochelle,IL,14115,Rochelle,IL,171,Rockford,IL
141313,Mason District Hospital,Havana,IL,14056,Havana,IL,172,Springfield,IL
141315,Illini Community Hospital,Pittsfield,IL,14109,Pittsfield,IL,172,Springfield,IL
141316,Hoopeston Regional Health Ctr,Hoopeston,IL,14064,Hoopeston,IL,173,Urbana,IL
141317,Gibson Area Hosp & Health Svcs,Gibson City,IL,14049,Gibson City,IL,173,Urbana,IL
141318,OSF Holy Family Med Center,Monmouth,IL,14088,Monmouth,IL,170,Peoria,IL
141319,Hammond-Henry Hospital,Geneseo,IL,14048,Geneseo,IL,191,Davenport,IA
141320,Paris Community Hospital,Paris,IL,14103,Paris,IL,173,Urbana,IL
141321,Franklin Hospital,Benton,IL,14009,Benton,IL,273,St. Louis,MO
141322,Abraham Lincoln Memorial Hosp,Lincoln,IL,14075,Lincoln,IL,172,Springfield,IL
141323,Massac Memorial Hospital,Metropolis,IL,14086,Metropolis,IL,208,Paducah,KY
141324,Ferrell Hosp Community Fdn,Eldorado,IL,14036,Eldorado,IL,179,Evansville,IN
141325,Kewanee Hospital,Kewanee,IL,14070,Kewanee,IL,170,Peoria,IL
141326,Hamilton Memorial Hosp District,Mcleansboro,IL,14083,McLeansboro,IL,179,Evansville,IN
141327,Wabash General Hospital District,Mount Carmel,IL,14092,Mount Carmel,IL,179,Evansville,IN
141328,Hardin County General Hospital,Rosiclare,IL,14118,Rosiclare,IL,179,Evansville,IN
141330,Hopedale Medical Complex,Hopedale,IL,14065,Hopedale,IL,170,Peoria,IL
141331,Marshall Browning Hospital,Du Quoin,IL,14033,Du Quoin,IL,273,St. Louis,MO
141332,Hillsboro Area Hospital,Hillsboro,IL,14061,Hillsboro,IL,172,Springfield,IL
141333,Sarah D. Culbertson Mem Hosp,Rushville,IL,14119,Rushville,IL,172,Springfield,IL
141334,St. Joseph Memorial Hospital,Murphysboro,IL,14094,Murphysboro,IL,263,Cape Girardeau,MO
141335,Mercy Harvard Hospital,Harvard,IL,14054,Harvard,IL,171,Rockford,IL
141336,St. Joseph's Hospital,Highland,IL,14059,Highland,IL,273,St. Louis,MO
141337,Perry Memorial Hospital,Princeton,IL,14111,Princeton,IL,171,Rockford,IL
141338,Memorial Hospital,Chester,IL,14022,Chester,IL,273,St. Louis,MO
141339,Taylorville Memorial Hospital,Taylorville,IL,14134,Taylorville,IL,172,Springfield,IL
141340,Valley West Community Hospital,Sandwich,IL,14121,Sandwich,IL,154,Aurora,IL
141341,Pana Community Hospital,Pana,IL,14102,Pana,IL,172,Springfield,IL
141342,Union County Hospital,Anna,IL,14003,Anna,IL,263,Cape Girardeau,MO
141343,Crawford Memorial Hospital,Robinson,IL,14114,Robinson,IL,179,Evansville,IN
141344,Lawrence County Memorial Hosp,Lawrenceville,IL,14073,Lawrenceville,IL,179,Evansville,IN
141345,Salem Township Hospital,Salem,IL,14120,Salem,IL,273,St. Louis,MO
141346,Fayette County Hospital,Vandalia,IL,14137,Vandalia,IL,172,Springfield,IL
141347,Carlinville Area Hospital,Carlinville,IL,14016,Carlinville,IL,172,Springfield,IL
141348,Red Bud Regional Hospital,Red Bud,IL,14113,Red Bud,IL,273,St. Louis,MO
141349,Sparta Community Hospital,Sparta,IL,14126,Sparta,IL,273,St. Louis,MO
141350,St. Francis Hospital,Litchfield,IL,14076,Litchfield,IL,172,Springfield,IL
141351,Clay County Hospital,Flora,IL,14044,Flora,IL,172,Springfield,IL
150001,Johnson Memorial Hospital,Franklin,IN,15029,Franklin,IN,183,Indianapolis,IN
150002,Methodist Hospitals,Gary,IN,15030,Gary,IN,181,Gary,IN
150003,St. Elizabeth Medical Center,Lafayette,IN,15045,Lafayette,IN,184,Lafayette,IN
150004,St. Margaret Mercy Health Ctrs,Hammond,IN,15035,Hammond,IN,186,Munster,IN
150005,Hendricks Regional Health,Danville,IN,15020,Danville,IN,183,Indianapolis,IN
150006,La Porte Regional Health System,La Porte,IN,15047,Laporte,IN,187,South Bend,IN
150007,Howard Regional Health System,Kokomo,IN,15044,Kokomo,IN,183,Indianapolis,IN
150008,St. Catherine Hospital,East Chicago,IN,15023,East Chicago,IN,186,Munster,IN
150009,Clark Memorial Hospital,Jeffersonville,IN,15041,Jeffersonville,IN,205,Louisville,KY
150010,St. Joseph Hospital,Kokomo,IN,15044,Kokomo,IN,183,Indianapolis,IN
150011,Marion General Hospital,Marion,IN,15053,Marion,IN,183,Indianapolis,IN
150012,St Joseph Reg Med Ctr-South Bend,South Bend,IN,15076,South Bend,IN,187,South Bend,IN
150015,St. Anthony Memorial,Michigan City,IN,15055,Michigan City,IN,181,Gary,IN
150017,Lutheran Hospital of Indiana,Fort Wayne,IN,15027,Fort Wayne,IN,180,Fort Wayne,IN
150018,Elkhart General Hospital,Elkhart,IN,15024,Elkhart,IN,187,South Bend,IN
150021,Parkview Hospital,Fort Wayne,IN,15027,Fort Wayne,IN,180,Fort Wayne,IN
150022,St. Clare Medical Center,Crawfordsville,IN,15018,Crawfordsville,IN,183,Indianapolis,IN
150023,Union Hospital,Terre Haute,IN,15079,Terre Haute,IN,188,Terre Haute,IN
150024,Wishard Health Services,Indianapolis,IN,15039,Indianapolis,IN,183,Indianapolis,IN
150026,Goshen General Hospital,Goshen,IN,15031,Goshen,IN,187,South Bend,IN
150029,St Joseph Reg Med Ctr-Mishawaka,Mishawaka,IN,15091,Mishawaka,IN,187,South Bend,IN
150030,Henry County Memorial Hospital,New Castle,IN,15060,New Castle,IN,183,Indianapolis,IN
150033,St. Francis Hosp & Health Ctrs,Beech Grove,IN,15006,Beech Grove,IN,183,Indianapolis,IN
150034,St. Mary Medical Center,Hobart,IN,15030,Gary,IN,181,Gary,IN
150035,Porter-Valparaiso Hosp Campus,Valparaiso,IN,15082,Valparaiso,IN,181,Gary,IN
150037,Hancock Regional Hospital,Greenfield,IN,15033,Greenfield,IN,183,Indianapolis,IN
150038,Morgan Hospital & Medical Center,Martinsville,IN,15054,Martinsville,IN,183,Indianapolis,IN
150042,Good Samaritan Hospital,Vincennes,IN,15083,Vincennes,IN,179,Evansville,IN
150044,Floyd Memorial Hosp & Hlth Svcs,New Albany,IN,15059,New Albany,IN,205,Louisville,KY
150045,DeKalb Memorial Hospital,Auburn,IN,15003,Auburn,IN,180,Fort Wayne,IN
150046,Terre Haute Regional Hospital,Terre Haute,IN,15079,Terre Haute,IN,188,Terre Haute,IN
150047,St. Joseph Hospital,Fort Wayne,IN,15027,Fort Wayne,IN,180,Fort Wayne,IN
150048,Reid Hosp & Health Care Services,Richmond,IN,15070,Richmond,IN,183,Indianapolis,IN
150051,Bloomington Hospital,Bloomington,IN,15007,Bloomington,IN,183,Indianapolis,IN
150056,Clarian Health Partners,Indianapolis,IN,15039,Indianapolis,IN,183,Indianapolis,IN
150058,Memorial Hospital of South Bend,South Bend,IN,15076,South Bend,IN,187,South Bend,IN
150059,Riverview Hospital,Noblesville,IN,15061,Noblesville,IN,183,Indianapolis,IN
150061,Daviess Community Hospital,Washington,IN,15086,Washington,IN,179,Evansville,IN
150064,Fayette Regional Health System,Connersville,IN,15016,Connersville,IN,183,Indianapolis,IN
150065,Schneck Medical Center,Seymour,IN,15074,Seymour,IN,183,Indianapolis,IN
150069,King's Daughters' Hospital,Madison,IN,15052,Madison,IN,205,Louisville,KY
150072,Memorial Hospital,Logansport,IN,15051,Logansport,IN,183,Indianapolis,IN
150074,Community Hospital East,Indianapolis,IN,15039,Indianapolis,IN,183,Indianapolis,IN
150075,Bluffton Regional Medical Center,Bluffton,IN,15008,Bluffton,IN,180,Fort Wayne,IN
150076,St Joseph Reg Med Ctr-Plymouth,Plymouth,IN,15066,Plymouth,IN,187,South Bend,IN
150082,Deaconess Hospital,Evansville,IN,15026,Evansville,IN,179,Evansville,IN
150084,St. Vincent Indianapolis Hospital,Indianapolis,IN,15039,Indianapolis,IN,183,Indianapolis,IN
150086,Dearborn County Hospital,Lawrenceburg,IN,15048,Lawrenceburg,IN,327,Cincinnati,OH
150088,St. John's Health System,Anderson,IN,15001,Anderson,IN,183,Indianapolis,IN
150089,Ball Memorial Hospital,Muncie,IN,15057,Muncie,IN,185,Muncie,IN
150090,St. Margaret Mercy Hlthcare Ctrs,Dyer,IN,15022,Dyer,IN,186,Munster,IN
150091,Parkview Huntington Hospital,Huntington,IN,15038,Huntington,IN,180,Fort Wayne,IN
150097,Major Hospital,Shelbyville,IN,15075,Shelbyville,IN,183,Indianapolis,IN
150100,St. Mary's Medical Center,Evansville,IN,15026,Evansville,IN,179,Evansville,IN
150101,Parkview Whitley Hospital,Columbia City,IN,15014,Columbia City,IN,180,Fort Wayne,IN
150102,Starke Memorial Hospital,Knox,IN,15043,Knox,IN,181,Gary,IN
150104,Witham Memorial Hospital,Lebanon,IN,15049,Lebanon,IN,183,Indianapolis,IN
150109,St Elizabeth Regional Health,Lafayette,IN,15045,Lafayette,IN,184,Lafayette,IN
150112,Columbus Regional Hospital,Columbus,IN,15015,Columbus,IN,183,Indianapolis,IN
150113,Comm Hosp-Anderson & Madison Cty,Anderson,IN,15001,Anderson,IN,183,Indianapolis,IN
150115,Memorial Hosp & Health Care Ctr,Jasper,IN,15040,Jasper,IN,179,Evansville,IN
150125,Community Hospital,Munster,IN,15058,Munster,IN,186,Munster,IN
150126,St. Anthony Medical Center,Crown Point,IN,15019,Crown Point,IN,181,Gary,IN
150128,"Community Hospital South, Inc.",Indianapolis,IN,15006,Beech Grove,IN,183,Indianapolis,IN
150129,Westview Hospital,Indianapolis,IN,15039,Indianapolis,IN,183,Indianapolis,IN
150133,Kosciusko Community Hospital,Warsaw,IN,15085,Warsaw,IN,180,Fort Wayne,IN
150146,Parkview Noble Hospital,Kendallville,IN,15042,Kendallville,IN,180,Fort Wayne,IN
150150,Dupont Hospital,Fort Wayne,IN,15027,Fort Wayne,IN,180,Fort Wayne,IN
150153,St Vincent Heart Center,Indianapolis,IN,15039,Indianapolis,IN,183,Indianapolis,IN
150154,Indiana Heart Hospital,Indianapolis,IN,15039,Indianapolis,IN,183,Indianapolis,IN
150157,"St. Vincent Carmel Hosp, Inc.",Carmel,IN,15039,Indianapolis,IN,183,Indianapolis,IN
150158,Clarian West Medical Center,Avon,IN,15020,Danville,IN,183,Indianapolis,IN
150162,St Francis Hosp & Hlth Centers,Indianapolis,IN,15006,Beech Grove,IN,183,Indianapolis,IN
150163,Saint Catherine Regional Hosp,Charlestown,IN,15012,Charlestown,IN,205,Louisville,KY
151300,Community Hospital of Bremen,Bremen,IN,15011,Bremen,IN,187,South Bend,IN
151301,St. Vincent Randolph Hospital,Winchester,IN,15089,Winchester,IN,185,Muncie,IN
151302,Blackford Community Hospital,Hartford City,IN,15036,Hartford City,IN,185,Muncie,IN
151303,St. Vincent Jennings Hospital,North Vernon,IN,15062,North Vernon,IN,183,Indianapolis,IN
151304,Rush Memorial Hospital,Rushville,IN,15072,Rushville,IN,183,Indianapolis,IN
151305,Pulaski Memorial Hospital,Winamac,IN,15088,Winamac,IN,183,Indianapolis,IN
151306,Bloomington Hospital of Orange,Paoli,IN,15064,Paoli,IN,205,Louisville,KY
151307,St. Vincent Williamsport Hosp,Williamsport,IN,15087,Williamsport,IN,184,Lafayette,IN
151308,St. Vincent Mercy Hospital,Elwood,IN,15025,Elwood,IN,183,Indianapolis,IN
151309,St. Vincent Clay Hospital,Brazil,IN,15010,Brazil,IN,183,Indianapolis,IN
151310,Wabash County Hospital,Wabash,IN,15084,Wabash,IN,180,Fort Wayne,IN
151311,Tipton Hospital,Tipton,IN,15080,Tipton,IN,183,Indianapolis,IN
151312,White County Memorial Hospital,Monticello,IN,15056,Monticello,IN,183,Indianapolis,IN
151313,Woodlawn Hospital,Rochester,IN,15071,Rochester,IN,187,South Bend,IN
151314,Washington County Memorial Hosp,Salem,IN,15073,Salem,IN,205,Louisville,KY
151315,Cameron Memorial Community Hosp,Angola,IN,15002,Angola,IN,180,Fort Wayne,IN
151316,St. Vincent Frankfort Hospital,Frankfort,IN,15028,Frankfort,IN,183,Indianapolis,IN
151317,Greene County General Hospital,Linton,IN,15050,Linton,IN,183,Indianapolis,IN
151318,Dukes Memorial Hospital,Peru,IN,15065,Peru,IN,183,Indianapolis,IN
151319,Gibson General Hospital,Princeton,IN,15068,Princeton,IN,179,Evansville,IN
151320,Jay County Hospital,Portland,IN,15067,Portland,IN,180,Fort Wayne,IN
151322,Perry County Memorial Hospital,Tell City,IN,15078,Tell City,IN,179,Evansville,IN
151323,Parkview LaGrange Hospital,Lagrange,IN,15046,Lagrange,IN,180,Fort Wayne,IN
151324,Jasper County Hospital,Rensselaer,IN,15069,Rensselaer,IN,184,Lafayette,IN
151325,St. Mary's Warrick Hospital,Boonville,IN,15009,Boonville,IN,179,Evansville,IN
151326,West Central Community Hospital,Clinton,IN,15013,Clinton,IN,188,Terre Haute,IN
151327,Sullivan County Community Hosp,Sullivan,IN,15077,Sullivan,IN,188,Terre Haute,IN
151328,Bedford Regional Medical Center,Bedford,IN,15005,Bedford,IN,183,Indianapolis,IN
151329,Margaret Mary Comm Hospital,Batesville,IN,15004,Batesville,IN,327,Cincinnati,OH
151330,Adams Memorial Hospital,Decatur,IN,15021,Decatur,IN,180,Fort Wayne,IN
151331,Harrison County Hospital,Corydon,IN,15017,Corydon,IN,205,Louisville,KY
151332,Decatur County Memorial Hospital,Greensburg,IN,15034,Greensburg,IN,183,Indianapolis,IN
151333,Putnam County Hospital,Greencastle,IN,15032,Greencastle,IN,183,Indianapolis,IN
151334,Scott Memorial Hospital,Scottsburg,IN,15093,Scottsburg,IN,205,Louisville,KY
151335,Dunn Memorial Hospital,Bedford,IN,15005,Bedford,IN,183,Indianapolis,IN
170001,Newman Regional Health,Emporia,KS,17029,Emporia,KS,200,Topeka,KS
170006,Mt. Carmel Regional Med Ctr,Pittsburg,KS,17096,Pittsburg,KS,267,Joplin,MO
170009,St. John Hospital,Leavenworth,KS,17065,Leavenworth,KS,268,Kansas City,MO
170010,Mercy Hospital - Independence,Independence,KS,17053,Independence,KS,201,Wichita,KS
170012,Salina Regional Health Center,Salina,KS,17103,Salina,KS,201,Wichita,KS
170013,Hays Medical Center,Hays,KS,17042,Hays,KS,201,Wichita,KS
170014,Ransom Memorial Hospital,Ottawa,KS,17091,Ottawa,KS,268,Kansas City,MO
170016,St. Francis Health Center,Topeka,KS,17115,Topeka,KS,200,Topeka,KS
170017,Susan B. Allen Memorial Hospital,El Dorado,KS,17025,El Dorado,KS,201,Wichita,KS
170020,Hutchinson Hospital Corporation,Hutchinson,KS,17052,Hutchinson,KS,201,Wichita,KS
170023,St. Catherine Hospital,Garden City,KS,17033,Garden City,KS,201,Wichita,KS
170027,Pratt Regional Medical Center,Pratt,KS,17098,Pratt,KS,201,Wichita,KS
170033,Central Kansas Medical Center,Great Bend,KS,17037,Great Bend,KS,201,Wichita,KS
170039,Sumner Regional Medical Center,Wellington,KS,17121,Wellington,KS,201,Wichita,KS
170040,University of Kansas Hospital,Kansas City,KS,17058,Kansas City,KS,268,Kansas City,MO
170049,Olathe Medical Center,Olathe,KS,17087,Olathe,KS,268,Kansas City,MO
170058,Mercy Health Center-Fort Scott,Fort Scott,KS,17031,Fort Scott,KS,267,Joplin,MO
170068,Southwest Medical Center,Liberal,KS,17067,Liberal,KS,201,Wichita,KS
170074,Geary Community Hospital,Junction City,KS,17057,Junction City,KS,200,Topeka,KS
170075,Mercy Hospital,Moundridge,KS,17080,Moundridge,KS,201,Wichita,KS
170086,Stormont-Vail HealthCare,Topeka,KS,17115,Topeka,KS,200,Topeka,KS
170094,Coffey County Hospital,Burlington,KS,17012,Burlington,KS,200,Topeka,KS
170103,Newton Medical Center,Newton,KS,17083,Newton,KS,201,Wichita,KS
170104,Shawnee Mission Medical Center,Shawnee Mission,KS,17108,Shawnee Mission/Overland Park,KS,268,Kansas City,MO
170105,"Memorial Hospital, Inc.",Mcpherson,KS,17075,McPherson,KS,201,Wichita,KS
170109,Miami County Medical Center,Paola,KS,17087,Olathe,KS,268,Kansas City,MO
170110,Bob Wilson Mem Grant County Hosp,Ulysses,KS,17117,Ulysses,KS,201,Wichita,KS
170120,Labette Health,Parsons,KS,17094,Parsons,KS,201,Wichita,KS
170122,Via Christi Regional Med Ctr,Wichita,KS,17123,Wichita,KS,201,Wichita,KS
170123,Wesley Medical Center,Wichita,KS,17123,Wichita,KS,201,Wichita,KS
170133,Cushing Memorial Hospital,Leavenworth,KS,17065,Leavenworth,KS,268,Kansas City,MO
170137,Lawrence Memorial Hospital,Lawrence,KS,17064,Lawrence,KS,268,Kansas City,MO
170142,Mercy Regional Health Center,Manhattan,KS,17071,Manhattan,KS,200,Topeka,KS
170145,Coffeyville Regional Med Ctr,Coffeyville,KS,17017,Coffeyville,KS,340,Tulsa,OK
170146,Providence Medical Center,Kansas City,KS,17058,Kansas City,KS,268,Kansas City,MO
170150,South Central Kansas Reg Ctr,Arkansas City,KS,17003,Arkansas City,KS,201,Wichita,KS
170166,Morton County Health System,Elkhart,KS,17026,Elkhart,KS,383,Amarillo,TX
170175,Western Plains Medical Complex,Dodge City,KS,17024,Dodge City,KS,201,Wichita,KS
170176,Overland Park Regional Center,Overland Park,KS,17108,Shawnee Mission/Overland Park,KS,268,Kansas City,MO
170182,Menorah Medical Center,Overland Park,KS,26041,Kansas City,MO,268,Kansas City,MO
170185,St. Luke's South Hospital,Overland Park,KS,26041,Kansas City,MO,268,Kansas City,MO
170186,Kansas Heart Hospital,Wichita,KS,17123,Wichita,KS,201,Wichita,KS
170192,Galichia Heart Hospital,Wichita,KS,17123,Wichita,KS,201,Wichita,KS
171307,Rawlins County Health Center,Atwood,KS,17007,Atwood,KS,103,Denver,CO
171310,Cheyenne County Hospital,St Francis,KS,17111,St. Francis,KS,103,Denver,CO
171311,Rooks County Health Center,Plainville,KS,17097,Plainville,KS,201,Wichita,KS
171315,Nemaha Valley Community Hospital,Seneca,KS,17107,Seneca,KS,200,Topeka,KS
171316,Anderson County Hospital,Garnett,KS,17034,Garnett,KS,268,Kansas City,MO
171318,Sedan City Hospital,Sedan,KS,17106,Sedan,KS,340,Tulsa,OK
171319,Holton Community Hospital,Holton,KS,17115,Topeka,KS,200,Topeka,KS
171320,Northeast Kansas Center,Horton,KS,17049,Horton,KS,268,Kansas City,MO
171321,Meade District Hospital,Meade,KS,17076,Meade,KS,201,Wichita,KS
171325,Graham County Hospital,Hill City,KS,17045,Hill City,KS,201,Wichita,KS
171326,Logan County Hospital,Oakley,KS,17085,Oakley,KS,201,Wichita,KS
171327,Ellsworth County Medical Center,Ellsworth,KS,17028,Ellsworth,KS,201,Wichita,KS
171328,Ottawa County Heallth Center,Minneapolis,KS,17078,Minneapolis,KS,201,Wichita,KS
171329,Sumner County Hosp Dist One,Caldwell,KS,17013,Caldwell,KS,201,Wichita,KS
171330,Hospital District #1 of Rice County,Lyons,KS,17070,Lyons,KS,201,Wichita,KS
171333,Clara Barton Hospital,Hoisington,KS,17047,Hoisington,KS,201,Wichita,KS
171334,Medicine Lodge Memorial Hospital,Medicine Lodge,KS,17077,Medicine Lodge,KS,201,Wichita,KS
171335,Stevens County Hospital,Hugoton,KS,17051,Hugoton,KS,201,Wichita,KS
171336,Ness County Hospital,Ness City,KS,17082,Ness City,KS,201,Wichita,KS
171337,Wamego City Hospital,Wamego,KS,17119,Wamego,KS,200,Topeka,KS
171338,Sabetha Community Hospital,Sabetha,KS,17102,Sabetha,KS,200,Topeka,KS
171339,Greenwood County Hospital,Eureka,KS,17030,Eureka,KS,201,Wichita,KS
171340,Herington Municipal Hospital,Herington,KS,17043,Herington,KS,201,Wichita,KS
171341,Hiawatha Community Hospital,Hiawatha,KS,17044,Hiawatha,KS,200,Topeka,KS
171342,Rush County Memorial Hospital,La Crosse,KS,17062,La Crosse,KS,201,Wichita,KS
