HCPC (Health Care Common Procedure Code System) Code ,HCPC (Health Care Common Procedure Code System) Label,# of records with this HCPC code in 2004,# of people with this HCPC code in 2004,# of records with this HCPC code in 2005,# of people with this HCPC code in 2005,# of records with this HCPC code in 2006,# of people with this HCPC code in 2006,# of records with this HCPC code in 2007,# of people with this HCPC code in 2007,# of records with this HCPC code in 2008,# of people with this HCPC code in 2008,# of records with this HCPC code in 2009,# of people with this HCPC code in 2009,# of records with this HCPC code in 2010,# of people with this HCPC code in 2010,# of records with this HCPC code in 2011,# of people with this HCPC code in 2011,# of records with this HCPC code in 2012,# of people with this HCPC code in 2012,# of records with this HCPC code in 2013,# of people with this HCPC code in 2013,# of records with this HCPC code in 2014,# of people with this HCPC code in 2014
33501,RPR CORONARY AV/ARTERIOCAR CHMBR FSTL W/O BYPASS,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33502,RPR ANOM CORONARY ART PULM ART ORIGIN LIGATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33503,RPR ANOM CORONARY ARTERY PULM ART ORIGIN GRAFT,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0
33508,NDSC SURG W/VIDEO-ASSISTED HARVEST VEIN CABG,0,0,0,0,0,0,.,.,0,0,0,0,.,.,0,0,.,.,.,.,.,.
33510,CORONARY ARTERY BYPASS 1 CORONARY VENOUS GRAFT,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,.,.,.,.,0,0
33511,CORONARY ARTERY BYPASS 2 CORONARY VENOUS GRAFTS,0,0,0,0,.,.,0,0,0,0,.,.,0,0,0,0,.,.,.,.,.,.
33512,CORONARY ARTERY BYPASS 3 CORONARY VENOUS GRAFTS,0,0,15,15,.,.,0,0,.,.,0,0,0,0,0,0,0,0,0,0,.,.
33513,CORONARY ARTERY BYPASS 4 CORONARY VENOUS GRAFTS,0,0,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,.,.
33517,CORONARY ARTERY BYP W VEIN &ARTERY GRAFT 1 VEIN,0,0,0,0,0,0,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0
33518,CORONARY ARTERY BYP W VEIN &ARTERY GRAFT 2 VEINS,.,.,.,.,.,.,.,.,.,.,15,15,.,.,0,0,.,.,0,0,0,0
33519,CORONARY ARTERY BYP W VEIN &ARTERY GRAFT 3 VEINS,0,0,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0,.,.,0,0
33521,CORONARY ARTERY BYP W VEIN &ARTERY GRAFT 4 VEINS,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0
33530,ROPRTJ CAB/VALVE PX > 1 MO AFTER ORIGINAL OPERJ,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33533,CABG W/ARTERIAL GRAFT SINGLE ARTERIAL GRAFT,0,0,15,15,20,20,.,.,15,15,.,.,.,.,0,0,.,.,15,15,.,.
33534,CABG W/ARTERIAL GRAFT TWO ARTERIAL GRAFTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,0,0
33535,CABG W/ARTERIAL GRAFT THREE ARTERIAL GRAFTS,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0
33536,CABG W/ARTERIAL GRAFT FOUR/>ARTERIAL GRAFTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0
33572,CORONARY ENDARTERCOMY OPEN ANY METHOD,0,0,0,0,.,.,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0
33600,CLOSURE ATRIOVENTRICULAR VALVE SUTURE/PATCH,0,0,0,0,0,0,.,.,25,15,0,0,0,0,0,0,0,0,.,.,0,0
33615,RPR CAR ANOMAL CLSR SEPTL DFCT SMPL FONTAN PX,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,.,.,0,0
33621,TRANSTHORACIC CATHETER INSERTION FOR STENT PLMT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,.,.
33641,RPR ATRIAL SEPTAL DFCT SECUNDUM W/BYP W/WO PATCH,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33647,RPR ATRIAL & VENTRIC SEPTAL DFCT DIR/PATCH CLSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33660,RPR INCPLT/PRTL AV CANAL W/WO AV VALVE RPR,.,.,0,0,0,0,.,.,0,0,0,0,0,0,0,0,.,.,0,0,0,0
33670,RPR COMPL AV CANAL W/WO PROSTC VALVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33681,CLSR 1 VENTRICULAR SEPTAL DEFECT W/WO PATCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0
33684,CLSR V-SEPTL DFCT W/PULM VLVT/INFUND RESCJ,0,0,0,0,.,.,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0
33690,BANDING PULMONARY ARTERY,0,0,0,0,0,0,0,0,.,.,0,0,.,.,0,0,0,0,0,0,0,0
33730,COMPLETE RPR ANOMALOUS PULMONARY VENOUS RETURN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33735,ATRIAL SEPTECTOMY/SEPTOSTOMY CLOSED HEART,0,0,0,0,0,0,.,.,0,0,0,0,0,0,15,15,0,0,0,0,0,0
33800,AORTIC SUSPENSION TRACHEAL DECOMPRESSION SPX,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33820,REPAIR PATENT DUCTUS ARTERIOSUS LIGATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33824,RPR PATENT DUXUS ARTERIOSUS DIV 18 YR & OLDER,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33860,ASCENDING AORTA GRF W/CARD BYP +-VALVE SSP,0,0,.,.,0,0,.,.,.,.,.,.,.,.,0,0,20,15,.,.,.,.
33863,AS-AORT GRF W/CARD BYP & AORTIC ROOT RPLCMT,0,0,0,0,0,0,.,.,0,0,0,0,0,0,.,.,.,.,0,0,0,0
33870,TRANSVERSE ARCH GRAFT W/CARDIOPULMONARY BYPASS,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0
33875,DESCENDING THORACIC AORTA GRAFT W/WO BYPASS,0,0,0,0,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0
33877,RPR THORACOABDOMINAL AORTIC ANEURYS W/WO BYPASS,0,0,.,.,.,.,0,0,0,0,0,0,.,.,0,0,.,.,.,.,.,.
33880,EVASC RPR DTA COVERAGE ART ORIGIN 1ST ENDOPROSTH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0
33881,EVASC RPR DTA EXP COVERAGE W/O ART ORIGIN,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,0,0,.,.
33883,PLMT PROX XTN PROSTH EVASC RPR DTA 1ST XTN,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0
33886,PLMT DSTL XTN PROSTH DLYD AFTER EVASC RPR DTA,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0
3388F,AJCC COLON CANCER STAGE III DOCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0
33945,HEART TRANSPLANT W/WO RECIPIENT CARDIECTOMY,0,0,0,0,0,0,0,0,.,.,0,0,0,0,.,.,.,.,0,0,0,0
33960,PROLONGED EXTRACORPOREAL CIRCULATION INIT DAY,0,0,0,0,.,.,.,.,.,.,0,0,0,0,.,.,0,0,.,.,0,0
33967,INSERTION INTRA-AORTIC BALLOON ASSIST DEV PRQ,150,130,170,165,195,175,225,200,225,205,185,170,215,200,260,220,275,245,315,280,355,325
33968,REMOVAL INTRA-AORTIC BALLOON ASSIST DEVICE PRQ,0,0,.,.,.,.,.,.,.,.,20,20,.,.,.,.,0,0,.,.,.,.
33970,INSJ INTRA-AORT BALO ASSIST DEV VIA FEM ART OPEN,25,15,.,.,.,.,.,.,.,.,.,.,.,.,15,15,15,15,15,15,.,.
33971,RMVL I-AORT BALO ASST DEV W/RPR FEM ART W/WO GRF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0
33973,INSJ I-AORT BALO ASSIST DEV VIA ASCENDING AORTA,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
33975,INSJ VENTRIC ASSIST DEV XTRCORP SINGLE VENTRICLE,0,0,0,0,0,0,0,0,0,0,.,.,0,0,.,.,.,.,0,0,.,.
33978,REMOVAL VENTR ASSIST DEVICE XTRCORP BIVENTR,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33979,INSJ VENTR ASSIST DEV IMPLTABLE ICORP 1 VNTRC,0,0,0,0,0,0,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33990,INSJ PERQ VAD W/IMAGING ARTERY ACCESS ONLY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,35,50,50
33992,REMOVAL PERCUTANEOUS VAD DIFFERENT SESSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0
33999,UNLISTED CARDIAC SURGERY,395,380,395,395,300,300,310,310,405,395,390,380,430,425,285,275,320,315,275,255,410,405
34001,EMBLC/THRMBC CATH CRTD SUBCLA/INNOMINATE ART,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0
34101,EMBLC/THRMBC AX BRACH INNOMINATE SUBCLA ART,185,180,125,125,155,150,105,100,110,110,95,95,130,130,75,75,95,95,135,130,120,120
34111,EMBLC/THRMBC W/WO CATH RADIAL/ULNAR ART ARM INC,70,70,50,45,30,30,40,40,35,35,35,30,60,55,35,30,45,45,80,70,40,35
34151,EMBLC/THRMBC RNL CELIAC MESENTRY AORTO-ILIAC ART,0,0,.,.,0,0,0,0,.,.,.,.,0,0,0,0,0,0,0,0,.,.
34201,EMBLC/THRMBC FEMORAL POPLITEAL AORTO-ILIAC ART,60,60,45,45,60,60,40,40,25,25,30,30,20,20,60,55,65,60,60,55,70,70
34203,EMBLC/THRMBC POPLITEAL-TIBIO-PRONEAL ART LEG INC,.,.,15,15,15,15,15,15,.,.,.,.,.,.,15,15,20,20,55,50,25,25
34421,THRMBC DIR/W/CATH V/C ILIAC FEMPOP VEIN LEG INC,40,35,30,30,.,.,25,25,30,25,.,.,30,30,20,20,.,.,.,.,.,.
34451,THRMBC DIR/W/CATH V/C ILIAC FEMPOP VEIN ABDL&LEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0
34471,THRMBC DIR/W/CATH SUBCLAVIAN VEIN NECK INC,0,0,.,.,0,0,.,.,.,.,.,.,0,0,.,.,0,0,.,.,0,0
34490,THRMBC DIR/W/CATH AXILL&SUBCLAVIAN VEIN ARM INC,110,105,75,70,35,35,35,35,15,15,15,15,15,15,20,20,40,40,15,15,.,.
34501,VALVULOPLASTY FEMORAL VEIN,.,.,.,.,.,.,.,.,0,0,.,.,15,15,0,0,0,0,35,35,0,0
34502,RECONSTRUCTION VENA CAVA ANY METHOD,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,.,.,0,0
34510,VENOUS VALVE TRANSPOSITION ANY VEIN DONOR,40,40,45,45,.,.,30,30,20,20,20,20,20,20,0,0,.,.,20,20,.,.
34520,CROSS-OVER VEIN GRAFT VENOUS SYSTEM,15,15,.,.,.,.,.,.,.,.,.,.,15,15,.,.,.,.,.,.,.,.
34530,SAPHENOPOPLITEAL VEIN ANASTOMOSIS,.,.,0,0,.,.,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0
34800,EVASC RPR AAA W/AORTO-AORTIC TUBE PROSTH,0,0,.,.,.,.,.,.,.,.,.,.,15,15,25,20,15,15,.,.,15,15
34802,EVASC RPR AAA W/MDLR BFRC PROSTH 1 LIMB,.,.,.,.,25,20,25,25,.,.,25,25,.,.,20,15,20,20,35,35,45,45
34803,EVASC RPR AAA W/MDLR BFRC PROSTH 2 LIMBS,0,0,15,15,.,.,20,20,.,.,15,15,.,.,.,.,20,20,.,.,30,25
34804,EVASC RPR AAA W/UNIBDY BFRC PROSTH,.,.,.,.,0,0,0,0,0,0,0,0,15,15,.,.,0,0,15,15,30,30
34805,EVASC RPR AAA AORTO-UNIILIAC/AORTO-UNIFEM PROSTH,0,0,.,.,0,0,.,.,0,0,.,.,15,15,.,.,.,.,0,0,0,0
34806,TCAT PLACEMENT PHYSIOLOGIC SENSOR ANEURYSMAL SAC,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0
34808,EVASC PLACEMENT ILIAC ARTERY OCCLUSION DEVICE,0,0,15,15,.,.,0,0,0,0,0,0,.,.,.,.,.,.,.,.,0,0
34812,OPN FEM ART EXPOS DLVR EVASC PROSTH UNI,.,.,15,15,15,15,30,30,20,20,.,.,30,30,20,20,25,25,50,45,60,50
34813,PLMT FEM-FEM PROSTC GRF EVASC AORTIC ARYSM RPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0
34820,ILIAC ART EXPOS PROSTH/ILIAC OCCLS EVASC UNI,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0,.,.,0,0
34825,PLMT XTN PROSTH EVASC RPR ARYSM/DSJ 1ST VSL,.,.,20,20,15,15,30,30,20,20,35,35,30,30,35,30,50,50,80,80,115,115
34826,PLMT XTN PROSTH EVASC RPR ARYSM/DSJ EA VSL,0,0,.,.,0,0,15,15,.,.,.,.,.,.,.,.,.,.,20,15,15,15
34830,OPN RPR ARYSM RPR ARTL TRAUMA TUBE PROSTH,.,.,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,.,.,0,0
34831,OPN RPR ARYSM RPR ARTL TRMA AORTOBIILIAC PROSTH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,.,.,0,0
34834,BRACH ART EXPOS DPLMNT AORTIC/ILIAC PROSTH UNI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0
34900,EVASC RPR ILIAC ART ILIO-ILIAC PROSTHESIS,25,25,15,15,.,.,25,25,20,20,15,15,15,15,20,20,30,30,30,25,30,25
35001,DIR RPR ARYSM/&GRF INSJ CAROTID SUBCLAVIAN ART,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0
35005,DIR RPR ANEURYSM & GRAFT INSJ VERTEBRAL ARTERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35011,RPR DIR/FALS ARYSM/EXC&GRF INS AXLA/BRCHL ARTRY,230,220,305,300,235,235,305,305,260,245,300,300,315,305,225,225,190,180,275,270,95,95
35013,RPR DIR/FALS ARYSM/EXC&GRF INS RPTR ARYM AXL/BRC,0,0,0,0,.,.,0,0,.,.,0,0,0,0,0,0,0,0,.,.,0,0
35045,DIR RPR RUPTD ANEURYSM RADIAL/ULNAR ARTERY,50,45,20,20,35,35,45,45,55,55,55,55,40,40,30,30,85,85,130,130,40,40
35081,DIR RPR ANEURYSM ABDOMINAL AORTA,.,.,15,15,15,15,.,.,20,15,0,0,.,.,.,.,.,.,0,0,.,.
35082,DIR RPR ARYSM&GRF INSJ RPTD ARYSM ABDL AORTA,60,55,65,65,45,45,45,40,25,25,25,25,30,25,20,20,45,45,40,35,30,30
35091,DIR RPR ANEURYSM ABDOM AORTA W/VISCERAL VESSELS,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
35092,DIR RPR RUPTD ANEURSM ABDOM AORTA W/VISCERA VSLS,.,.,15,15,.,.,15,15,.,.,20,20,0,0,0,0,.,.,0,0,.,.
35102,DIR RPR ANEURYSM ABDOM AORTA W/ILIAC VESSELS,0,0,.,.,.,.,.,.,0,0,0,0,0,0,0,0,.,.,0,0,0,0
35103,DIR RPR RUPTD ANEURYSM ABDOM AORTA W/ILIAC VSLS,15,15,55,35,15,15,.,.,.,.,.,.,.,.,.,.,.,.,20,15,.,.
35111,DIR RPR ARYSM&GRF INSJ SPLENIC ART,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0
35121,DIR RPR ANEURYSM HEPATIC/CELIAC/RENAL/MESENTERIC,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35122,DIR RPR RUPTD ANEURSM HEPATIC/CELIAC/RENAL/MESEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0
35131,DIR RPR ANEURYSM & GRAFT ILIAC ARTERY,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35132,DIR RPR RUPTD ANEURYSM & GRAFT ILIAC ARTERY,0,0,.,.,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0
35141,DIR RPR ANEURYSM & GRAFT COMMON FEMORAL ARTERY,20,20,25,25,15,15,.,.,15,15,.,.,15,15,.,.,0,0,15,15,30,25
35142,DIR RPR ARYSM&GRF INSJ RPTD ARYSM COMMON FEM ART,.,.,0,0,.,.,.,.,0,0,0,0,0,0,.,.,0,0,0,0,0,0
35151,DIR RPR ANEURYSM & GRAFT POPLITEAL ARTERY,0,0,0,0,.,.,.,.,0,0,0,0,.,.,.,.,0,0,.,.,0,0
35180,REPAIR CONGENITAL ARTERIOVENOUS FISTULA HEAD&NCK,.,.,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,.,.
35184,RPR CONGENITAL ARTERIOVENOUS FISTULA EXTREMITIES,.,.,15,15,.,.,0,0,0,0,.,.,15,15,.,.,0,0,0,0,.,.
35188,RPR/TRAUMATIC ARTERIOVENOUS FISTULA HEAD & NECK,0,0,.,.,.,.,.,.,.,.,.,.,.,.,15,15,.,.,0,0,0,0
35189,RPR/TRAUMATIC ARTERIOVENOUS FISTULA THORAX & ABD,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,.,.,0,0,0,0
35190,RPR/TRAUMATIC ARTERIOVENOUS FISTULA EXTREMITIES,465,450,325,315,360,355,405,395,295,285,235,235,185,180,295,285,275,260,255,250,310,305
35201,REPAIR BLOOD VESSEL DIRECT NECK,85,85,55,55,35,35,75,75,80,80,60,60,90,85,30,30,50,50,55,55,35,35
35206,REPAIR BLOOD VESSEL DIRECT UPPER EXTREMITY,810,790,770,750,815,785,750,735,755,740,580,565,655,630,550,530,695,675,565,540,300,300
35207,REPAIR BLOOD VESSEL DIRECT HAND FINGER,260,245,230,220,175,170,190,175,175,165,200,190,155,145,150,125,175,150,220,205,80,80
35211,RPR BLOOD VESSEL DIRECT INTRATHORACIC W/BYPASS,0,0,0,0,0,0,.,.,0,0,0,0,.,.,0,0,.,.,.,.,.,.
35216,RPR BLOOD VESSEL DIRECT INTRATHORACIC W/O BYPASS,.,.,0,0,0,0,0,0,.,.,0,0,.,.,.,.,.,.,15,15,.,.
35221,RPR BLOOD VESSEL DIRECT INTRA-ABDOMINAL,35,30,.,.,15,15,.,.,0,0,15,15,15,15,20,20,0,0,15,15,0,0
35226,RPR BLOOD VESSEL DIRECT LOWER EXTREMITY,710,690,910,905,560,550,680,660,595,585,590,580,620,615,430,415,475,455,600,565,380,370
35231,REPAIR BLOOD VESSEL W/VEIN GRAFT NECK,0,0,0,0,.,.,.,.,0,0,.,.,0,0,0,0,0,0,0,0,0,0
35236,REPAIR BLOOD VESSEL W/VEIN GRAFT UPPER EXTREMITY,130,130,110,110,105,100,70,70,110,110,120,120,110,105,110,110,90,90,110,110,40,40
35246,RPR BLOOD VESSEL VEIN GRF INTRATHORACIC W/O BYP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0
35256,REPAIR BLOOD VESSEL VEIN GRAFT LOWER EXTREMITY,70,70,55,55,25,25,20,20,.,.,.,.,.,.,20,20,20,20,15,15,.,.
35261,REPAIR BLOOD VESSEL W/GRAFT OTHER/THAN VEIN NECK,.,.,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,.,.,0,0
35266,RPR BLOOD VSL GRF OTH/THN VEIN UPPER EXTREMITY,135,130,125,120,85,85,120,120,100,100,60,55,95,95,50,50,25,25,75,75,70,70
35276,RPR BLOOD VSL GRF OTH/THN VEIN INTRATHRC W/O BYP,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35281,RPR BLVSL W/GRFT OTHER/THAN VEIN INTRA-ABDOMINAL,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0
35286,RPR BLVSL W/GRF OTHER/THAN VEIN LOWER EXTREMITY,35,35,50,45,35,35,20,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.
35301,TEAEC W/PATCH GRF CAROTID VERTB SUBCLAV NECK INC,160,155,160,155,135,130,170,160,180,175,135,125,135,135,140,130,130,125,150,135,270,265
35302,TEAEC W/GRAFT SUPERFICIAL FEMORAL ARTERY,0,0,0,0,0,0,.,.,15,15,30,30,30,30,.,.,30,30,15,15,.,.
35303,TEAEC W/GRAFT POPLITEAL ARTERY,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0
35304,TEAEC W/GRAFT TIBIOPERONEAL TRUNK ARTERY,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0
35305,TEAEC W/GRAFT TIBIAL/PERONEAL ART 1ST VESSEL,0,0,0,0,0,0,.,.,.,.,.,.,.,.,0,0,0,0,0,0,.,.
35306,TEAEC W/GRAFT EA ADDL TIBIAL/PERONEAL ART,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35321,TEAEC W/WO PATCH GRF AXILLARY-BRACHIAL,100,95,90,90,125,125,50,50,145,145,190,180,160,140,150,140,135,130,110,110,105,100
35341,TEAEC W/WO PATCH GRAFT MESENTERIC CELIAC/RENAL,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0
35351,TEAEC W/WO PATCH GRAFT ILIAC,.,.,0,0,0,0,0,0,.,.,0,0,.,.,0,0,.,.,.,.,.,.
35355,TEAEC W/WO PATCH GRAFT ILIOFEMORAL,.,.,0,0,0,0,0,0,.,.,.,.,15,15,.,.,25,25,.,.,.,.
35371,TEAEC W/WO PATCH GRAFT COMMON FEMORAL,40,30,20,20,35,30,30,30,60,60,65,65,40,40,35,35,60,55,55,55,60,60
35372,TEAEC W/WO PATCH GRAFT DEEP PROFUNDA FEMORAL,25,15,20,20,15,15,0,0,.,.,.,.,20,20,20,20,25,25,15,15,35,30
35381,TEAEC +-PATCH GRF FEM&/POP&/TIBIOPRONEAL,25,25,35,35,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35390,ROPRTJ CRTD TEAEC > 1 MO AFTER ORIGINAL OPRATION,0,0,0,0,0,0,0,0,.,.,0,0,0,0,.,.,0,0,0,0,.,.
35400,ANGIOSCOPY NON-CORONARY VESSEL/GRAFTS THER IVNTJ,0,0,45,40,.,.,.,.,15,15,.,.,.,.,0,0,0,0,0,0,.,.
35450,TRLUML BALOON ANGIOPL OPN RENAL/OTH VISCERAL ART,20,20,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0
35452,TRLUML BALLOON ANGIOPLASTY OPEN AORTIC,0,0,0,0,0,0,0,0,.,.,30,30,.,.,0,0,0,0,0,0,0,0
35454,TRLUML BALO ANGIOP OPN ILIAC,35,35,20,20,.,.,0,0,15,15,.,.,.,.,0,0,0,0,0,0,0,0
35456,TRLUML BALO ANGIOP OPN FEM-POP,65,65,30,30,30,30,25,20,50,35,35,35,20,20,0,0,0,0,0,0,0,0
35458,TRLUML BALO ANGIOP OPN BRCH/CPHLC TRNK/BRNCH EA,480,455,385,360,195,185,75,75,90,90,130,125,145,135,205,195,135,135,120,115,65,65
35459,TRLUML BALO ANGIOP OPN TIBIOPRONEAL TRNK&BRNCH,25,25,.,.,.,.,85,70,100,80,55,55,15,15,0,0,0,0,0,0,0,0
35460,TRLUML BALLOON ANGIOPLASTY OPEN VENOUS,2525,2000,1545,1245,2065,1595,1315,895,1065,870,1205,1000,1145,850,1115,860,935,815,845,725,285,260
35470,TRLUML BALO ANGIOP PRQ TIBPRNL TRNK/BRNCH EA,2855,2470,3805,3315,5345,4585,6445,5270,9120,7290,11110,8980,12925,10100,0,0,0,0,0,0,0,0
35471,TRLUML BALLOON ANGIOP PRQ RENAL/VISCERAL ART,8705,8120,7985,7460,7410,6895,6315,5875,4830,4430,5435,4955,4630,4330,3715,3440,3320,3055,3100,2915,1140,1110
35472,TRLUML BALLOON ANGIOPLASTY PERCUTANEOUS AORTIC,480,465,585,570,475,455,475,465,340,340,345,335,350,345,320,320,285,285,230,230,105,105
35473,TRLUML BALO ANGIOP PRQ ILIAC,10915,9860,10930,9730,10805,9630,10665,9525,9905,8905,11605,10310,12355,10890,0,0,0,0,0,0,0,0
35474,TRLUML BALO ANGIOP PRQ FEMPOP,17305,14640,19125,16360,21715,18250,23870,19770,26305,21055,31705,25270,34970,27510,0,0,0,0,0,0,0,0
35475,TRLUML BALO ANGIOP PRQ BRCH/CPHLC TRNK/BRNCH EA,9305,8055,9790,8195,8320,7180,4525,3965,4320,3815,4375,3750,11795,9930,14155,11675,15345,12475,15930,13065,8305,6625
35476,TRLUML BALLOON ANGIOPLASTY PERCUTANEOUS VENOUS,86985,53285,92275,56475,97355,58765,44700,31455,37065,26060,35415,24795,92020,55330,91360,55505,92015,56035,89340,55090,41075,26135
35480,TRLUML PRPH ATHRC OPN RNL/OTH VISC ART,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35481,TRLUML PRPH ATHRC OPN AORTIC,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0
35483,TRLUML PRPH ATHRC OPN FEMPOP,15,15,20,20,30,30,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0
35484,TRLUML PRPH ATHRC OPN BRCH/CPHLC TRNK/BRNCH EA,70,50,80,70,55,55,90,70,35,35,40,40,30,25,0,0,0,0,0,0,0,0
35485,TRLUML PRPH ATHRC OPN TIBPRNL TRNK&BRNCH,15,15,15,15,.,.,.,.,25,20,20,15,15,15,0,0,0,0,0,0,0,0
35490,TRLUML PRPH ATHRC PRQ RNL/OTH VISC ART,110,110,50,45,35,35,40,40,80,70,60,55,55,50,0,0,0,0,0,0,0,0
35491,TRLUML PRPH ATHRC PRQ AORTIC,.,.,.,.,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,0,0
35492,TRLUML PRPH ATHRC PRQ ILIAC,485,430,300,285,345,345,295,265,315,300,445,410,550,500,0,0,0,0,0,0,0,0
35493,TRLUML PRPH ATHRC PRQ FEMPOP,2795,2290,6345,5435,8110,6945,8000,6580,7270,5755,10760,8510,14260,10985,0,0,0,0,0,0,0,0
35494,TRLUML PRPH ATHRC PRQ BRCH/CPHLC TRNK/BRNCH EA,135,110,80,80,85,80,90,85,85,80,175,140,220,200,0,0,0,0,0,0,0,0
