hcpcs_cdH – CPC (Health Care Common Procedure Code System) Code ,Format value long labelH – CPC (Health Care Common Procedure Code System) Long Label,Format value short labelH – CPC (Health Care Common Procedure Code System) Short Label,Nrecs2004# -  of records with this HCPC code in 2004,nppl_any2004# -  of people with this HCPC code in 2004,Nrecs2005 - # of records with this HCPC code in 2005,nppl_any2005 - # of people with this HCPC code in 2005,Nrecs2006 - # of records with this HCPC code in 2006,nppl_any2006 - # of people with this HCPC code in 2006,Nrecs2007 - # of records with this HCPC code in 2007,nppl_any2007 - # of people with this HCPC code in 2007,Nrecs2008 - # of records with this HCPC code in 2008,nppl_any2008 - # of people with this HCPC code in 2008,Nrecs2009 - # of records with this HCPC code in 2009,nppl_any2009 - # of people with this HCPC code in 2009,Nrecs2010 - # of records with this HCPC code in 2010,nppl_any2010 - # of people with this HCPC code in 2010,Nrecs2011 - # of records with this HCPC code in 2011,nppl_any2011 - # of people with this HCPC code in 2011,Nrecs2012 - # of records with this HCPC code in 2012,nppl_any2012 - # of people with this HCPC code in 2012,Nrecs2013 - # of records with this HCPC code in 2013,nppl_any2013 - # of people with this HCPC code in 2013,Nrecs2014 - # of records with this HCPC code in 2014,nppl_any2014 - # of people with this HCPC code in 2014
32554,"THORACENTESIS, NEEDLE OR CATHETER, ASPIRATION OF THE PLEURAL SPACE;
WITHOUT IMAGING GUIDANCE",THORACENTESIS NEEDLE/CATH PLEURA W/O IMAGING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27855,21350,22490,17270
32555,"THORACENTESIS, NEEDLE OR CATHETER, ASPIRATION OF THE PLEURAL SPACE;
WITH IMAGING GUIDANCE",THORACENTESIS NEEDLE/CATH PLEURA W/IMAGING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195745,124290,203425,127910
32556,"PLEURAL DRAINAGE, PERCUTANEOUS, WITH INSERTION OF INDWELLING
CATHETER; WITHOUT IMAGING GUIDANCE",PERQ DRAINAGE PLEURA INSERT CATH W/O IMAGING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4275,3450,3945,3260
32557,"PLEURAL DRAINAGE, PERCUTANEOUS, WITH INSERTION OF INDWELLING
CATHETER; WITH IMAGING GUIDANCE",PERQ DRAINAGE PLEURA INSERT CATH W/IMAGING,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33980,27115,35235,28495
32560,"INSTILLATION, VIA CHEST TUBE/CATHETER, AGENT FOR PLEURODESIS (EG, TALC
FOR RECURRENT OR PERSISTENT PNEUMOTHORAX)",CHEMICAL PLEURODESIS FOR PERSISTENT PNEUMOTHORAX,0,0,0,0,0,0,0,0,6245,4735,5870,4400,4530,3525,4025,3150,3580,2660,2960,2345,2615,1960
32561,"INSTILLATION(S), VIA CHEST TUBE/CATHETER, AGENT FOR FIBRINOLYSIS (EG,
FIBRINOLYTIC AGENT FOR BREAK UP OF MULTILOCULATED EFFUSION); INITIAL
DAY",INSTLJ VIA CH TUBE/CATH AGENT FBRNLYSIS 1ST DAY,0,0,0,0,0,0,0,0,0,0,0,0,660,510,950,730,1280,895,1435,1090,1475,1130
32562,"INSTILLATION(S), VIA CHEST TUBE/CATHETER, AGENT FOR FIBRINOLYSIS (EG,
FIBRINOLYTIC AGENT FOR BREAK UP OF MULTILOCULATED EFFUSION);
SUBSEQUENT DAY",INSTLJ CH TUBE/CATH AGENT FBRNLYSIS SBSQ DAY,0,0,0,0,0,0,0,0,0,0,0,0,325,185,435,230,685,380,1055,475,1050,520
32601,"THORACOSCOPY, DIAGNOSTIC (SEPARATE PROCEDURE); LUNGS, PERICARDIAL
SAC, MEDIASTINAL OR PLEURAL SPACE, WITHOUT BIOPSY",THORSC DX LUNGS/PERICAR/MED/PLEURAL SPACE W/O BX,2515,1985,2910,2315,2815,2265,3050,2495,3410,2575,3265,2525,3450,2600,2965,2195,2630,2010,2695,1975,2355,1770
32602,THORACOSCOPY DX LUNGS&PLEURAL SPACE W/BX SPX,THORACOSCOPY DX LUNGS&PLEURAL SPACE W/BX SPX,5565,4350,5840,4640,5295,4200,5660,4370,5595,4250,5095,4005,4995,3985,5190,4100,.,.,0,0,0,0
32603,THORACOSCOPY DX PERICARDIAL SAC W/O BIOPSY SPX,THORACOSCOPY DX PERICARDIAL SAC W/O BIOPSY SPX,35,35,55,45,50,40,95,80,25,15,25,25,55,50,60,50,0,0,0,0,0,0
32604,"THORACOSCOPY, DIAGNOSTIC (SEPARATE PROCEDURE); PERICARDIAL SAC,
WITH BIOPSY",THORACOSCOPY DX PERICARDIAL SAC W/BIOPSY SPX,25,25,85,70,95,65,60,40,60,45,65,50,45,40,50,40,115,100,165,120,140,105
32605,THORACOSCOPY DX MEDIASTINAL SPACE W/O BIOPSY SPX,THORACOSCOPY DX MEDIASTINAL SPACE W/O BIOPSY SPX,40,30,75,70,65,40,45,45,30,25,70,50,110,85,60,55,0,0,0,0,0,0
32606,"THORACOSCOPY, DIAGNOSTIC (SEPARATE PROCEDURE); MEDIASTINAL SPACE,
WITH BIOPSY",THORACOSCOPY DX MEDIASTINAL SPACE W/BIOPSY SPX,315,270,390,340,390,300,440,335,370,280,470,365,410,305,405,340,545,430,415,330,415,370
32607,"THORACOSCOPY; WITH DIAGNOSTIC BIOPSY(IES) OF LUNG INFILTRATE(S) (EG,
WEDGE, INCISIONAL), UNILATERAL",THORACOSCOPY W/DX BX OF LUNG INFILTRATE UNILATRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2355,1925,2330,1900,2380,1880
32608,"THORACOSCOPY; WITH DIAGNOSTIC BIOPSY(IES) OF LUNG NODULE(S) OR
MASS(ES) (EG, WEDGE, INCISIONAL), UNILATERAL",THORACOSCOPY W/DX BX OF LUNG NODULES UNILATRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,1925,2275,1875,2100,1730
32609,THORACOSCOPY; WITH BIOPSY(IES) OF PLEURA,THORACOSCOPY WITH BIOPSYIES OF PLEURA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2570,1995,2360,1900,2575,2075
3260F,"PT CATEGORY (PRIMARY TUMOR), PN CATEGORY (REGIONAL LYMPH NODES), AND
HISTOLOGIC GRADE DOCUMENTED IN PATHOLOGY REPORT (PATH)",TUMOR/NODES/HISTO GRADE DOCUMENTED,0,0,0,0,0,0,105,90,63115,53755,67020,57385,67985,58580,68905,60405,48230,41495,48180,41075,49175,40240
32650,"THORACOSCOPY, SURGICAL; WITH PLEURODESIS (EG, MECHANICAL OR
CHEMICAL)",THORACOSCOPY W/PLEURODESIS,8565,6590,9965,7395,9600,7335,9490,7265,10055,7340,9905,7145,10135,7385,9600,6890,9245,6655,8900,6460,8180,5935
32651,"THORACOSCOPY, SURGICAL; WITH PARTIAL PULMONARY DECORTICATION",THORACOSCOPY W/PARTIAL PULMONARY DECORTICATION,1630,1255,1510,1215,1610,1220,1860,1395,2230,1710,2205,1625,1945,1425,2300,1765,2545,1905,2295,1780,2430,1750
32652,"THORACOSCOPY, SURGICAL; WITH TOTAL PULMONARY DECORTICATION,
INCLUDING INTRAPLEURAL PNEUMONOLYSIS",THRSC TOT PULM DCRTCTJ INTRAPLEURAL PNEUMONOLSS,1420,1120,1660,1225,2030,1430,2140,1610,2730,1965,2400,1800,2655,2020,3400,2375,3380,2390,3945,2775,3615,2605
32653,"THORACOSCOPY, SURGICAL; WITH REMOVAL OF INTRAPLEURAL FOREIGN BODY
OR FIBRIN DEPOSIT",THORACOSCOPY RMVL INTRAPLEURAL FB/FIBRIN DEPOSIT,825,675,800,615,865,635,995,735,1150,855,1330,935,1370,990,1315,990,1305,920,1785,1245,1465,995
32654,"THORACOSCOPY, SURGICAL; WITH CONTROL OF TRAUMATIC HEMORRHAGE",THORACOSCOPY CONTROL TRAUMATIC HEMORRHAGE,75,55,110,90,100,85,220,165,230,170,225,170,255,195,315,235,340,250,335,255,315,235
32655,"THORACOSCOPY, SURGICAL; WITH RESECTION-PLICATION OF BULLAE, INCLUDES
ANY PLEURAL PROCEDURE WHEN PERFORMED",THORACOSCOPY W/RESECTION BULLAE W/WO PLEURAL PX,685,515,715,515,800,580,775,600,880,630,835,600,990,695,935,670,1080,730,1110,820,1035,715
32656,"THORACOSCOPY, SURGICAL; WITH PARIETAL PLEURECTOMY",THORACOSCOPY W/PARIETAL PLEURECTOMY,845,580,815,545,1060,685,840,585,935,600,885,620,855,535,850,585,950,665,800,555,980,595
32657,THRSC W/WEDGE RESCJ LNG 1/MLT,THRSC W/WEDGE RESCJ LNG 1/MLT,8665,6505,8705,6630,9775,7420,11190,8295,11890,8610,12525,9000,12865,9270,12965,9325,0,0,0,0,0,0
32658,"THORACOSCOPY, SURGICAL; WITH REMOVAL OF CLOT OR FOREIGN BODY FROM
PERICARDIAL SAC",THORACOSCOPY W/RMVL CLOT/FB FROM PERICARDIAL SAC,45,35,80,60,35,30,75,65,60,45,125,80,65,45,55,40,85,70,70,50,85,70
32659,"THORACOSCOPY, SURGICAL; WITH CREATION OF PERICARDIAL WINDOW OR
PARTIAL RESECTION OF PERICARDIAL SAC FOR DRAINAGE",THRSC CRTJ PRCRD WINDOW/PRTL RESCJ PRCRD SAC,610,435,610,465,465,360,515,370,715,530,610,440,620,475,605,490,760,575,645,475,660,490
3265F,"RIBONUCLEIC ACID (RNA) TESTING FOR HEPATITIS C VIREMIA ORDERED OR
RESULTS DOCUMENTED (HEP C)",RNA TESTING FOR HEP C VIREMIA ORDERED/DOC'D,0,0,0,0,0,0,0,0,915,735,2220,1590,1150,775,770,575,420,355,235,185,355,265
32660,THORACOSCOPY W/TOTAL PERICARDIECTOMY,THORACOSCOPY W/TOTAL PERICARDIECTOMY,.,.,15,15,15,15,.,.,0,0,.,.,.,.,.,.,0,0,0,0,0,0
32661,"THORACOSCOPY, SURGICAL; WITH EXCISION OF PERICARDIAL CYST, TUMOR, OR
MASS",THORACOSCOPY W/EXC PERICARDIAL CYST TUMOR/MASS,30,25,50,40,20,15,75,55,30,25,95,70,50,45,60,50,35,30,65,50,35,35
32662,"THORACOSCOPY, SURGICAL; WITH EXCISION OF MEDIASTINAL CYST, TUMOR, OR
MASS",THORACOSCOPY W/EXC MEDIASTINAL CYST TUMOR/MASS,380,260,335,240,450,310,425,305,630,430,610,430,555,420,530,415,570,425,510,375,555,390
32663,"THORACOSCOPY, SURGICAL; WITH LOBECTOMY (SINGLE LOBE)",THORACOSCOPY W/LOBECTOMY TOTAL/SEGMENTAL,1750,1155,2705,1750,3675,2305,3950,2705,5235,3570,6635,4515,7270,4900,8565,5755,8635,5660,8675,5770,9805,6740
32664,"THORACOSCOPY, SURGICAL; WITH THORACIC SYMPATHECTOMY",THORACOSCOPY W/THORACIC SYMPATHECTOMY,60,40,200,80,90,55,115,55,100,65,20,15,90,60,55,45,100,75,155,105,130,85
32665,"THORACOSCOPY, SURGICAL; WITH ESOPHAGOMYOTOMY (HELLER TYPE)",THORACOSCOPY W/ESOPHAGOMYOTOMY HELLER TYPE,80,60,80,60,50,30,65,55,65,35,35,30,15,15,50,30,115,55,40,30,40,30
32666,"THORACOSCOPY, SURGICAL; WITH THERAPEUTIC WEDGE RESECTION (EG, MASS,
NODULE), INITIAL UNILATERAL",THORACOSCOPY W/THERA WEDGE RESEXN INITIAL UNILAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9090,6600,9550,6780,9110,6525
32667,"THORACOSCOPY, SURGICAL; WITH THERAPEUTIC WEDGE RESECTION (EG, MASS
OR NODULE), EACH ADDITIONAL RESECTION, IPSILATERAL (LIST SEPARATELY IN
ADDITION TO CODE FOR PRIMARY PROCEDURE)",THORACOSCOPY W/THERA WEDGE RESEXN ADDL IPSILATRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2415,1615,2710,1715,2400,1545
32668,"THORACOSCOPY, SURGICAL; WITH DIAGNOSTIC WEDGE RESECTION FOLLOWED
BY ANATOMIC LUNG RESECTION (LIST SEPARATELY IN ADDITION TO CODE FOR
PRIMARY PROCEDURE)",THORACOSCOPY W/DX WEDGE RESEXN ANATO LUNG RESEXN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2065,1450,2305,1515,2295,1650
32669,"THORACOSCOPY, SURGICAL; WITH REMOVAL OF A SINGLE LUNG SEGMENT
(SEGMENTECTOMY)",THORACOSCOPY W/SEGMENTECTOMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310,855,1475,1015,1890,1240
3266F,"HEPATITIS C GENOTYPE TESTING DOCUMENTED AS PERFORMED PRIOR TO
INITIATION OF ANTIVIRAL TREATMENT FOR HEPATITIS C (HEP C)",HEPATITIS C GENOTYPE PRIOR ANTIVIRAL TREATMENT,0,0,0,0,0,0,0,0,950,580,1040,660,1230,855,1655,1095,2025,1195,1155,720,210,115
32670,"THORACOSCOPY, SURGICAL; WITH REMOVAL OF TWO LOBES (BILOBECTOMY)",THORACOSCOPY W/BILOBECTOMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,135,160,105,285,205
32671,"THORACOSCOPY, SURGICAL; WITH REMOVAL OF LUNG (PNEUMONECTOMY)",THORACOSCOPY W/PNEUMONECTOMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,65,75,50,55,40
32672,"THORACOSCOPY, SURGICAL; WITH RESECTION-PLICATION FOR
EMPHYSEMATOUS LUNG (BULLOUS OR NON-BULLOUS) FOR LUNG VOLUME
REDUCTION (LVRS), UNILATERAL INCLUDES ANY PLEURAL PROCEDURE, WHEN
PERFORMED",THORACOSCOPY W/RESEXN-PLICAJ EMPHYSEMA LUNG UNIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,90,165,100,220,105
32673,"THORACOSCOPY, SURGICAL; WITH RESECTION OF THYMUS, UNILATERAL OR
BILATERAL",THORACOSCOPY RESEXN THYMUS UNI/BILATERAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,155,205,145,360,240
32674,"THORACOSCOPY, SURGICAL; WITH MEDIASTINAL AND REGIONAL
LYMPHADENECTOMY (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY
PROCEDURE)",THORCOSCPY W/MEDIASTINL &REGIONL LYMPHADENECTOMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8160,5675,9825,6715,11870,8255
3267F,"PATHOLOGY REPORT INCLUDES PT CATEGORY, PN CATEGORY, GLEASON
SCORE, AND STATEMENT ABOUT MARGIN STATUS (PATH)",PATH RPRT INCLUDES PT & PN CAT GLEASON & MARGIN,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,8320,8065,9120,8815,8995,8505
3268F,"PROSTATE-SPECIFIC ANTIGEN (PSA), AND PRIMARY TUMOR (T) STAGE, AND
GLEASON SCORE DOCUMENTED PRIOR TO INITIATION OF TREATMENT (PRCA)",PSA & TUMOR STAGE&GLEASON SCORE PRIOR INITIAT TX,0,0,0,0,0,0,0,0,18565,5375,7945,2215,4290,1450,240,130,20,20,70,40,15,15
3269F,"BONE SCAN PERFORMED PRIOR TO INITIATION OF TREATMENT OR AT ANY TIME
SINCE DIAGNOSIS OF PROSTATE CANCER (PRCA)",BONE SCAN PRIOR INITIAT TX/DX PROSTATE CANCER,0,0,0,0,0,0,0,0,2375,340,1830,845,1695,880,1650,965,1470,855,2540,1115,2075,1390
32701,"THORACIC TARGET(S) DELINEATION FOR STEREOTACTIC BODY RADIATION
THERAPY (SRS/SBRT), (PHOTON OR PARTICLE BEAM), ENTIRE COURSE OF
TREATMENT",THORAX STEREOTACTIC RADIATION TARGET W/TX COURSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,580,655,615
3270F,"BONE SCAN NOT PERFORMED PRIOR TO INITIATION OF TREATMENT NOR AT ANY
TIME SINCE DIAGNOSIS OF PROSTATE CANCER (PRCA)",BONE SCAN NOT DONE B/4 TXMNT/AFTR DIAG PRST CNCR,0,0,0,0,0,0,0,0,2740,640,4835,1500,4390,1820,3760,1850,3550,1515,6050,2365,5375,2415
3271F,"LOW RISK OF RECURRENCE, PROSTATE CANCER (PRCA)","LOW RISK OF RECURRENCE, PROSTATE CANCER",0,0,0,0,0,0,0,0,4555,730,5295,1940,5380,2185,5910,3140,5055,2610,6685,2850,5285,2250
3272F,"INTERMEDIATE RISK OF RECURRENCE, PROSTATE CANCER (PRCA)","INTERMED RISK OF RECURRENCE, PROSTATE CANCER",0,0,0,0,0,0,0,0,9885,885,7895,1725,9115,1660,9240,3230,8065,3230,8165,3670,8950,3955
3273F,"HIGH RISK OF RECURRENCE, PROSTATE CANCER (PRCA)","HIGH RISK OF RECURRENCE, PROSTATE CANCER",0,0,0,0,0,0,0,0,4555,455,4080,925,4655,950,5755,1820,5870,1780,4545,1790,5015,1930
3274F,"PROSTATE CANCER RISK OF RECURRENCE NOT DETERMINED OR NEITHER LOW,
INTERMEDIATE NOR HIGH (PRCA)",PROST CANCER RSK RECUR NOT DETER/LOW/INTERMED/HI,0,0,0,0,0,0,0,0,385,50,650,135,210,105,1290,325,1135,305,590,335,540,395
3278F,"SERUM LEVELS OF CALCIUM, PHOSPHORUS, INTACT PARATHYROID HORMONE
(PTH) AND LIPID PROFILE ORDERED (CKD)",SERUM LEVELS CALCUM PHOSPH PARATHYR & LIPID PROF,0,0,0,0,0,0,0,0,9585,5390,31040,16255,41460,19245,43125,20305,6365,3790,650,575,345,305
3279F,"HEMOGLOBIN LEVEL GREATER THAN OR EQUAL TO 13 G/DL (CKD, ESRD)",HB LEVEL GREATER THAN OR EQUAL TO 13 G/DL,0,0,0,0,0,0,0,0,39830,15255,6230,2990,2665,1555,1160,770,460,245,195,60,55,25
32800,REPAIR LUNG HERNIA THROUGH CHEST WALL,REPAIR LUNG HERNIA THROUGH CHEST WALL,55,40,65,50,80,50,90,60,60,55,60,45,65,55,90,75,100,70,105,65,125,80
3280F,"HEMOGLOBIN LEVEL 11 G/DL TO 12.9 G/DL (CKD, ESRD)",HEMOGLOBIN LEVEL 11 G/DL-12.9 G/DL,0,0,0,0,0,0,0,0,121000,24025,30190,9165,19390,5815,9530,3915,3230,990,730,195,240,135
32810,"CLOSURE OF CHEST WALL FOLLOWING OPEN FLAP DRAINAGE FOR EMPYEMA
(CLAGETT TYPE PROCEDURE)",CLSR CH WALL FLWG OPN FLAP DRG EMPYEMA,55,45,70,65,70,50,85,60,50,50,65,35,70,45,90,55,70,45,55,50,75,40
32815,OPEN CLOSURE OF MAJOR BRONCHIAL FISTULA,OPEN CLOSURE MAJOR BRONCHIAL FISTULA,275,160,385,250,245,165,270,160,250,155,320,175,285,190,215,145,230,125,210,115,235,155
3281F,"HEMOGLOBIN LEVEL LESS THAN 11 G/DL (CKD, ESRD)",HEMOGLOBIN LEVEL <11 G/DL,0,0,0,0,0,0,0,0,60765,19195,20445,7910,14375,5835,11435,4620,3045,1035,1080,195,400,175
32820,"MAJOR RECONSTRUCTION, CHEST WALL (POSTTRAUMATIC)",MAJOR RECONSTRUCTION CHEST WALL POSTTRAUMATIC,50,30,70,60,80,35,40,35,30,30,75,40,45,15,80,65,70,60,80,60,120,100
3284F,"INTRAOCULAR PRESSURE (IOP) REDUCED BY A VALUE OF GREATER THAN OR
EQUAL TO 15% FROM THE PRE-INTERVENTION LEVEL (EC)",IOP REDUCED >= 15% PRE-INTERVENTION LEVEL,0,0,0,0,0,0,.,.,2865,2235,271880,148410,336605,178505,416445,214490,449095,232870,487160,254995,671880,360890
32850,"DONOR PNEUMONECTOMY(S) (INCLUDING COLD PRESERVATION), FROM
CADAVER DONOR",DONOR PNEUMONECTOMY FROM CADAVER DONOR,20,15,0,0,.,.,35,30,55,35,85,70,50,50,35,35,40,30,60,45,165,125
32851,"LUNG TRANSPLANT, SINGLE; WITHOUT CARDIOPULMONARY BYPASS",LUNG TRANSPLANT 1 W/O CARDIOPULMONARY BYPASS,370,220,310,205,235,150,370,225,310,190,295,170,385,240,300,205,375,230,315,205,395,215
32852,"LUNG TRANSPLANT, SINGLE; WITH CARDIOPULMONARY BYPASS",LUNG TRANSPLANT 1 W/CARDIOPULMONARY BYPASS,40,30,20,20,15,15,60,30,35,25,90,55,100,55,40,25,45,25,85,50,110,50
32853,"LUNG TRANSPLANT, DOUBLE (BILATERAL SEQUENTIAL OR EN BLOC); WITHOUT
CARDIOPULMONARY BYPASS",LUNG TRANSPLANT 2 W/O CARDIOPULMONARY BYPASS,180,120,180,110,235,145,270,135,300,180,240,150,280,175,325,190,195,125,335,205,250,150
32854,"LUNG TRANSPLANT, DOUBLE (BILATERAL SEQUENTIAL OR EN BLOC); WITH
CARDIOPULMONARY BYPASS",LUNG TRANSPLANT 2 W/CARDIOPULMONARY BYPASS,90,55,175,100,210,100,200,125,220,115,300,160,390,220,280,170,400,220,320,170,300,195
32855,"BACKBENCH STANDARD PREPARATION OF CADAVER DONOR LUNG ALLOGRAFT
PRIOR TO TRANSPLANTATION, INCLUDING DISSECTION OF ALLOGRAFT FROM
SURROUNDING SOFT TISSUES TO PREPARE PULMONARY VENOUS/ATRIAL CUFF,
PULMONARY ARTERY, AND BRONCHUS; UNILATERAL",BKBENCH PREPJ CADAVER DONOR LUNG ALLOGRAFT UNI,0,0,165,100,150,95,210,170,220,150,200,130,375,240,210,145,290,205,240,180,250,170
32856,"BACKBENCH STANDARD PREPARATION OF CADAVER DONOR LUNG ALLOGRAFT
PRIOR TO TRANSPLANTATION, INCLUDING DISSECTION OF ALLOGRAFT FROM
SURROUNDING SOFT TISSUES TO PREPARE PULMONARY VENOUS/ATRIAL CUFF,
PULMONARY ARTERY, AND BRONCHUS; BILATERAL",BKBENCH PREPJ CADAVER DONOR LUNG ALLOGRAFT BI,0,0,150,95,235,145,300,180,325,220,325,215,445,315,420,280,365,265,405,310,440,315
3285F,"INTRAOCULAR PRESSURE (IOP) REDUCED BY A VALUE LESS THAN 15% FROM THE
PRE-INTERVENTION LEVEL (EC)",IOP REDUCED <15% PRE-INTERVENTION LEVEL,0,0,0,0,0,0,0,0,1125,960,84385,55740,93030,59490,108165,68110,112650,70845,114340,72810,172800,115400
3288F,FALLS RISK ASSESSMENT DOCUMENTED (GER),FALLS RISK ASSESSMENT DOCUMENTED,0,0,0,0,0,0,0,0,95,90,89610,63145,144455,88750,230115,137385,316970,188975,617720,376580,1052620,613070
32900,"RESECTION OF RIBS, EXTRAPLEURAL, ALL STAGES",RESECTION RIBS EXTRAPLEURAL ALL STAGES,360,250,360,240,250,180,210,135,280,175,275,170,225,170,140,115,230,150,225,120,185,135
32905,"THORACOPLASTY, SCHEDE TYPE OR EXTRAPLEURAL (ALL STAGES);",THORACOPLASTY SCHEDE TYPE/EXTRAPLEURAL,65,55,105,65,50,35,50,40,55,40,45,30,65,40,100,35,45,35,35,20,55,30
32906,"THORACOPLASTY, SCHEDE TYPE OR EXTRAPLEURAL (ALL STAGES); WITH
CLOSURE OF BRONCHOPLEURAL FISTULA",THORACOP SCHEDE TYP/XTRPLEURAL CLSR BRNCPLR FSTL,85,45,55,40,20,15,55,35,70,40,55,25,75,45,120,75,35,35,65,55,70,55
3290F,PATIENT IS D (RH) NEGATIVE AND UNSENSITIZED,PATIENT IS D (RH) NEGATIVE AND UNSENSITIZED,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0
3292F,HIV TSTNG ASK/DOC'D/RVWD AT 1ST/2ND PRENATAL VST,HIV TSTNG ASK/DOC'D/RVWD AT 1ST/2ND PRENATAL VST,0,0,0,0,0,0,0,0,0,0,15,15,0,0,.,.,0,0,0,0,0,0
32940,"PNEUMONOLYSIS, EXTRAPERIOSTEAL, INCLUDING FILLING OR PACKING
PROCEDURES",PNEUMONOLYSIS XTRPRIOSTEAL W/FILLING/PACKING PX,125,75,75,65,95,55,85,55,90,55,205,115,215,145,195,145,120,70,35,30,35,25
3294F,"GROUP B STREPTOCOCCUS (GBS) SCREENING DOCUMENTED AS PERFORMED
DURING WEEK 35-37 GESTATION (PRE-CR)",GBS SCRNING DOCD DONE DURING WK 35-37 GESTATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
32960,"PNEUMOTHORAX, THERAPEUTIC, INTRAPLEURAL INJECTION OF AIR",PNEUMOTHORAX THER INTRAPLEURAL INJECTION AIR,90,90,40,30,45,40,95,75,55,45,15,15,35,35,70,70,15,15,15,15,.,.
32997,TOTAL LUNG LAVAGE (UNILATERAL),TOTAL LUNG LAVAGE UNILATERAL,190,85,115,65,270,120,295,120,225,85,105,65,35,35,110,90,90,55,55,35,35,35
32998,"ABLATION THERAPY FOR REDUCTION OR ERADICATION OF 1 OR MORE
PULMONARY TUMOR(S) INCLUDING PLEURA OR CHEST WALL WHEN INVOLVED BY
TUMOR EXTENSION, PERCUTANEOUS, RADIOFREQUENCY, UNILATERAL",ABLATION PULMONARY TUMOR PERQ RADIOFREQUENCY UNI,0,0,0,0,0,0,785,705,1045,850,1085,825,820,670,830,635,755,640,670,565,520,475
32999,"UNLISTED PROCEDURE, LUNGS AND PLEURA",UNLISTED PROCEDURE LUNGS & PLEURA,1570,1140,2785,1870,3425,2375,2885,2180,3650,2685,4645,3140,2080,1650,1885,1565,1860,1395,990,775,1005,840
3300F,"AMERICAN JOINT COMMITTEE ON CANCER (AJCC) STAGE DOCUMENTED AND
REVIEWED (ONC)",AJCC STAGE DOC'D & RVWD B/4 STARTING THERAPY,0,0,0,0,0,0,0,0,115,90,260,195,103465,51030,159140,74465,179075,78330,422950,175455,440255,186645
33010,PERICARDIOCENTESIS; INITIAL,PERICARDIOCENTESIS INITIAL,5160,4730,5145,4655,4650,4310,4555,4100,4415,3970,4390,4045,4540,4155,4710,4280,4960,4545,5195,4730,5315,4850
33011,PERICARDIOCENTESIS; SUBSEQUENT,PERICARDIOCENTESIS SUBSEQUENT,190,120,165,105,135,100,150,145,185,120,65,60,165,145,100,90,25,25,100,90,90,65
33015,TUBE PERICARDIOSTOMY,TUBE PERICARDIOSTOMY,680,530,800,740,540,500,505,470,735,645,770,630,780,720,735,645,765,700,1000,875,890,820
3301F,"CANCER STAGE DOCUMENTED IN MEDICAL RECORD AS METASTATIC AND
REVIEWED (ONC)",CANCER STAGE DOCD METASTATIC & REVIEWED,0,0,0,0,0,0,0,0,.,.,20,20,21225,8860,30580,11715,30205,10145,131560,49645,148755,58390
33020,"PERICARDIOTOMY FOR REMOVAL OF CLOT OR FOREIGN BODY (PRIMARY
PROCEDURE)",PERICARDIOTOMY REMOVAL CLOT/FOREIGN BODY PRIMARY,385,245,280,250,375,285,385,255,390,275,375,255,385,225,280,185,345,245,325,225,245,160
33025,CREATION OF PERICARDIAL WINDOW OR PARTIAL RESECTION FOR DRAINAGE,CREATION PERICARDIAL WINDOW/PRTL RESECJ DRAINAGE,8390,6215,8510,6145,7985,5805,7895,5705,7730,5475,7310,5275,7080,5215,7455,5465,7525,5370,6990,5085,6980,4915
3302F,"AJCC CANCER STAGE 0, DOCUMENTED","AJCC CANCER STAGE 0, DOCUMENTED",0,0,0,0,0,0,0,0,2870,2280,.,.,0,0,0,0,0,0,0,0,0,0
33030,"PERICARDIECTOMY, SUBTOTAL OR COMPLETE; WITHOUT CARDIOPULMONARY
BYPASS",PRICARDIECTOMY STOT/COMPL W/O CARDPULM BYPASS,1015,700,880,560,940,620,950,600,730,515,825,480,835,515,630,405,710,490,775,525,540,375
33031,"PERICARDIECTOMY, SUBTOTAL OR COMPLETE; WITH CARDIOPULMONARY
BYPASS",PRICARDIECTOMY STOT/COMPL W/CARDPULM BYPASS,455,265,275,180,415,250,355,215,370,225,455,270,295,175,280,195,380,235,385,240,350,205
