drug_id,LABEL,nrecs2006,nppl_any2006,nrecs2007,nppl_any2007,nrecs2008,nppl_any2008,nrecs2009,nppl_any2009,nrecs2010,nppl_any2010,nrecs2011,nppl_any2011,nrecs2012,nppl_any2012,nrecs2013,nppl_any2013
d03189,torsemide,775305,147160,832250,149230,795135,143015,749755,138500,727390,138135,721425,140315,735050,146045,807535,167885
d03190,oxiconazole topical,23315,13915,25120,15030,28005,17115,33970,19045,30675,16450,20720,12835,12515,7790,11100,7355
d03191,terbinafine topical,820,510,280,175,105,50,75,60,20,15,,,0,0,135,85
d03192,zinc oxide topical,55,25,,,0,0,0,0,0,0,0,0,30,20,510,125
d03193,amiloride-hydrochlorothiazide,119880,20760,128090,20125,114625,18340,100130,16720,88905,15470,83490,15575,77715,14710,76420,15195
d03195,miconazole topical,3845,2530,1935,1625,1515,1260,1150,985,1295,1140,1220,1050,1260,1035,1515,1230
d03196,gentamicin topical,68615,37855,78395,42580,82300,46215,84720,47850,96335,52505,107095,57410,108070,59710,119115,66775
d03197,betamethasone topical,375660,192575,423030,217670,433065,224010,440510,224295,452490,232130,468880,240195,485415,248340,541580,281250
d03200,erythromycin topical,26025,13215,28730,14245,27615,13555,27615,13545,27860,13790,24845,12750,25070,12845,25765,13210
d03201,acyclovir topical,114380,73255,131180,82305,131405,81735,131675,81455,127710,79075,125465,78985,113560,71640,106170,68325
d03202,ketoconazole topical,479705,235970,561315,267440,594710,279890,645495,301220,684880,319475,771175,360130,862120,403640,992435,469140
d03203,minoxidil topical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
d03204,fluorouracil topical,80650,67025,100130,81555,108150,88665,118385,96190,120740,100220,131395,108885,149010,124060,186515,156405
d03205,hydrocortisone topical,728990,389485,733625,389780,731360,383545,759030,391735,783465,407100,825515,431275,864120,449450,927645,493015
d03206,triamcinolone topical,1216330,636350,1403740,728900,1458535,756995,1502285,783660,1571645,829125,1660790,878850,1805855,958335,2082165,1121630
d03208,metronidazole topical,237860,147245,248235,154475,256915,157695,264920,162105,274340,166495,298550,180375,321545,189480,361080,213520
d03210,selenium sulfide topical,73360,32115,74115,32490,72660,30945,71820,30965,69815,29840,65760,28655,65990,28175,65625,27810
d03211,ciprofloxacin ophthalmic,87240,64285,104835,77305,105030,76885,108740,80265,122605,89790,160965,117660,185480,134145,210610,153545
d03212,atropine ophthalmic,49405,27605,62180,35535,69575,41075,48500,29035,48200,29175,29700,17525,33910,21115,39505,24135
d03213,diclofenac ophthalmic,46990,22780,37095,16565,32845,15670,36915,18450,45625,23825,70540,39380,78775,43965,91330,51845
d03214,ketorolac ophthalmic,263160,143095,325790,180235,330895,185005,309885,169230,257140,139715,337365,186685,369690,204405,430885,240340
d03220,flurbiprofen ophthalmic,5230,2010,9680,3745,10310,3735,12075,4420,13105,5675,16825,8405,19610,10085,23610,11835
d03221,prednisolone ophthalmic,448075,239340,492300,257415,475685,247605,506390,264830,625495,352790,1044635,609790,1169115,674855,1368615,789050
d03222,tobramycin ophthalmic,92100,70610,103245,79915,105850,82260,114920,89310,125300,95530,151660,113870,150990,115425,160775,124390
d03225,prednicarbate topical,11350,6445,9100,4770,6865,3610,6010,3355,5195,2950,3705,2140,2675,1690,2650,1750
d03226,saliva substitutes,1425,800,1880,1240,1415,845,1250,720,355,285,105,45,80,55,30,20
d03227,fluorometholone ophthalmic,97135,53310,116445,62910,121260,63245,133810,69265,145785,75360,163900,85175,184590,94815,190990,99130
d03228,lodoxamide ophthalmic,2225,1095,1900,765,1435,635,1480,625,1140,510,885,445,900,405,750,385
d03229,levocabastine ophthalmic,55,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d03238,ethinyl estradiol-norethindrone,144505,23960,155580,24520,149065,23185,144200,22965,147870,23575,148145,24605,152195,24675,149935,24280
d03240,mestranol-norethindrone,6100,915,5500,820,5505,800,2395,610,1710,365,1505,315,1715,335,1860,330
d03241,ethinyl estradiol-norgestrel,38880,5980,41930,6220,42490,6190,41125,5995,41225,6075,40285,6220,34345,5645,32030,4795
d03242,ethinyl estradiol-levonorgestrel,72370,12195,78220,13225,78700,13250,78510,13280,80020,14120,79565,14515,79295,14805,77340,14295
d03245,esterified estrogens-methyltestosterone,2800,940,,,50,25,0,0,,,0,0,0,0,0,0
d03247,hydrochlorothiazide-spironolactone,228945,42685,251610,42725,236200,41565,219185,39745,211650,39660,215275,43625,208105,42585,215605,45960
d03257,hydralazine-hydrochlorothiazide,9090,1560,9275,1400,7240,1155,3245,755,70,35,0,0,0,0,0,0
d03258,atenolol-chlorthalidone,498160,82910,552275,83325,523880,80550,472270,77085,441370,74690,421320,74115,396030,73545,408375,78545
d03259,bendroflumethiazide-nadolol,9235,1525,7430,1100,6145,830,5440,825,4665,745,3845,670,3235,600,2800,545
d03260,hydrochlorothiazide-timolol,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d03261,hydrochlorothiazide-propranolol,26785,3975,26420,3535,22945,3125,18540,2580,16610,2460,13955,2190,11455,1930,10795,1880
d03263,hydrochlorothiazide-methyldopa,26230,3905,25300,3235,20580,2770,15385,2120,12000,1720,9435,1410,7480,1155,4245,785
d03264,hydrochlorothiazide-metoprolol,37640,6450,43100,6945,46425,7350,47595,7690,46745,7870,45665,8050,46290,8360,48195,9570
d03265,benazepril-hydrochlorothiazide,345395,57520,406790,61995,413940,64505,407385,66190,389865,64865,370160,63240,344905,62255,344260,64060
d03266,hydrochlorothiazide-lisinopril,2181045,382525,2867500,473055,3277765,559185,3515770,630710,3707035,678565,3753910,711015,3786925,735095,4037360,807435
d03267,chlorthalidone-clonidine,5960,920,5315,740,4120,585,3105,450,2065,330,1190,205,1060,185,1320,235
d03268,polythiazide-prazosin,365,75,40,25,0,0,0,0,0,0,0,0,0,0,0,0
d03273,guaifenesin-theophylline,755,570,550,445,20,20,20,20,0,0,0,0,0,0,0,0
d03276,dyphylline-guaifenesin,27850,13025,8255,5485,450,280,795,530,525,270,85,45,,,0,0
d03289,acetaminophen-pseudoephedrine,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d03297,acetaminophen-phenyltoloxamine,12720,6365,12705,5935,7915,3165,3970,1860,1545,610,1315,665,155,95,30,30
d03298,chlorpheniramine-pseudoephedrine,51000,26515,25235,13425,10040,5565,1955,1460,80,60,0,0,0,0,,
d03300,chlorpheniramine-phenylephrine,18765,10785,22000,12635,16260,9500,8260,5545,6720,3770,4940,2815,290,235,15,15
d03301,brompheniramine-pseudoephedrine,23405,12110,22345,12160,8045,4965,5020,3730,7250,4395,3375,2720,,,40,15
d03304,azatadine-pseudoephedrine,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
d03306,chlorpheniramine/pe/phenyltoloxamine,12525,7225,8665,5580,65,60,45,20,,,15,15,0,0,0,0
d03311,brompheniramine-phenylephrine,2385,1430,1885,1200,1445,995,700,620,190,150,20,15,0,0,,
d03313,chlorpheniramine/phenylephrine/pyrilamine,4665,2980,4330,2940,865,605,365,320,135,115,125,95,95,20,25,25
d03316,pseudoephedrine-triprolidine,185,160,170,150,40,40,,,0,0,0,0,0,0,,
d03317,phenylephrine-promethazine,22820,15920,16110,11355,19140,13685,25680,17075,24025,16110,27615,18870,19380,13885,20450,14815
d03331,acetaminophen/chlorpheniramine/phenylephrine,700,420,755,480,45,40,0,0,0,0,0,0,0,0,0,0
d03338,chlorpheniramine/methscopolamine/pe,22510,11770,23955,13490,8805,5640,2915,2235,335,185,245,190,,,0,0
d03339,atropine/cpm/hyoscyamine/pe/ppa/scopolamine,245,130,275,210,0,0,0,0,0,0,0,0,0,0,0,0
d03340,homatropine-hydrocodone,5535,3680,5925,3450,9045,5660,7350,4435,5930,3415,7385,4535,13165,8100,32620,21860
d03341,codeine-pseudoephedrine,,,55,45,180,145,15,15,,,0,0,0,0,0,0
d03352,hydrocodone-pseudoephedrine,135,120,1335,990,290,235,0,0,0,0,0,0,105,90,80,55
d03356,chlorpheniramine-hydrocodone,8350,5695,5900,3725,7350,4750,5260,3465,5730,3585,8180,5120,15515,9795,37510,24105
d03357,codeine-promethazine,18200,13250,12315,8765,13930,9850,13050,9135,14025,9655,14650,10045,25300,17390,53100,35340
d03359,chlorpheniramine-dextromethorphan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
d03360,dextromethorphan-promethazine,7160,5870,2460,2110,2770,1995,2475,1805,3220,2320,3755,2800,10895,8025,19215,13860
d03361,chlorpheniramine/hydrocodone/phenylephrine,9350,6675,18045,11340,7580,5785,15,15,,,0,0,0,0,0,0
d03362,chlorpheniramine/codeine/pseudoephedrine,425,350,2980,1980,1190,990,0,0,0,0,0,0,0,0,0,0
d03364,codeine/phenylephrine/promethazine,2780,2110,1185,945,965,580,985,640,1055,740,1050,765,2155,1605,4640,3470
d03365,codeine/phenylephrine/pyrilamine,0,0,30,25,,,0,0,0,0,0,0,0,0,0,0
d03366,hydrocodone/phenylephrine/pyrilamine,785,600,4510,2710,1655,1135,0,0,0,0,0,0,0,0,0,0
d03368,brompheniramine/dextromethorphan/pse,2120,1855,3770,2900,3290,2595,270,225,180,150,280,245,1380,1105,2665,2225
d03369,chlorpheniramine/dextromethorp/phenylephrine,950,855,15910,12105,18750,14195,885,800,1590,1165,230,230,0,0,25,15
d03370,chlorpheniramine/dextromethorphan/pse,35,25,655,540,940,700,155,115,85,75,40,40,0,0,,
d03371,dextromethorphan/phenylephrine/pyrilamine,135,115,340,235,55,55,65,30,15,15,0,0,0,0,0,0
d03379,guaifenesin-pseudoephedrine,115570,73045,94725,63740,7670,5920,110,100,0,0,0,0,0,0,65,60
d03380,ephedrine-guaifenesin,500,355,515,360,15,15,0,0,0,0,0,0,0,0,0,0
d03381,guaifenesin-phenylephrine,69810,47930,78175,55080,5665,4425,55,55,20,15,,,0,0,0,0
d03382,guaifenesin-phenylpropanolamine,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d03388,ethinyl estradiol-ethynodiol,9755,1420,10930,1420,10025,1355,10000,1310,9265,1260,9000,1235,7805,1160,7270,1025
d03392,chlorpheniramine/guaifenesin/phenylephrine,60,45,55,50,50,20,0,0,0,0,0,0,0,0,0,0
d03393,codeine-guaifenesin,19690,15490,18965,15205,9575,7745,4145,3120,6145,4650,2430,1895,1110,830,1815,1480
d03396,guaifenesin-hydrocodone,6200,4735,9540,7130,4720,3540,50,50,0,0,0,0,0,0,0,0
d03398,codeine/guaifenesin/pseudoephedrine,1335,1135,595,450,695,595,0,0,,,,,0,0,,
d03400,dextromethorphan-guaifenesin,9045,6275,13735,9330,3590,2540,300,250,300,200,35,35,,,585,335
d03403,guaifenesin/hydrocodone/phenylephrine,370,310,2105,1640,1055,825,0,0,0,0,0,0,0,0,0,0
d03404,guaifenesin/hydrocodone/pseudoephedrine,290,255,2410,1630,975,655,15,15,0,0,0,0,0,0,0,0
d03408,dextromethorphan/guaifenesin/phenylephrine,725,635,4240,3435,1425,1135,70,60,95,80,25,25,0,0,,
d03409,dextromethorphan/guaifenesin/pseudoephedrine,725,575,5270,4170,1370,1195,30,30,,,0,0,0,0,0,0
d03416,chlorpheniramine/hydrocodone/pse,1780,1290,9185,5775,2235,1765,0,0,0,0,30,30,280,245,370,320
d03419,chlorpheniramine/dm/guaifenesin/phenylephrine,20,20,0,0,,,0,0,0,0,0,0,0,0,0,0
d03423,acetaminophen-codeine,1820760,680850,1861600,702230,1789480,680800,1685415,663535,1641850,676315,1807315,742435,1690665,706600,1669695,721020
d03424,aspirin-codeine,5640,1410,6190,1275,4730,920,965,425,,,0,0,0,0,0,0
d03425,acetaminophen/butalbital/caffeine/codeine,24695,5985,36335,7560,40595,8485,41950,9005,42110,9245,47870,10590,55120,11630,53110,11745
d03426,aspirin/butalbital/caffeine/codeine,55115,10085,65335,11095,63015,10970,60490,10475,50565,9080,54170,9610,52940,9680,46885,8850
d03428,acetaminophen-hydrocodone,13339490,3058050,15837295,3476680,16999640,3654995,17988430,3833530,19160545,4118060,21125230,4522405,21533115,4635935,22201065,4975940
d03430,aspirin/caffeine/dihydrocodeine,425,150,860,295,1120,240,570,120,,,,,,,,
d03431,acetaminophen-oxycodone,3201650,939075,3906760,1098245,4295270,1170830,4782700,1273195,5148745,1358975,5592385,1469630,5750600,1511005,6045370,1622140
d03432,aspirin-oxycodone,28885,8705,29895,8580,26900,7480,23660,6745,20445,5490,18465,5005,14170,3950,11515,3235
d03433,meperidine-promethazine,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d03434,acetaminophen-propoxyphene,4335825,1425925,4657245,1493635,4479705,1437040,3973740,1282375,3036585,1050970,735,615,0,0,0,0
d03435,asa/caffeine/propoxyphene,700,450,45,35,0,0,0,0,0,0,0,0,0,0,0,0
d03436,belladonna-opium,4455,2345,4825,2205,1130,630,945,460,750,395,550,360,405,260,475,300
d03437,acetaminophen/aspirin/caffeine/salicylamide,150,75,830,530,615,365,430,275,45,40,55,30,0,0,0,0
d03445,acetaminophen-diphenhydramine,,,0,0,0,0,0,0,0,0,0,0,0,0,,
d03448,aspirin-meprobamate,830,405,590,255,,,0,0,0,0,0,0,0,0,0,0
d03454,magnesium salicylate-phenyltoloxamine,1640,375,910,215,0,0,0,0,0,0,0,0,0,0,0,0
d03455,acetaminophen/butalbital/caffeine,43250,12890,21300,4940,24380,5890,11785,3090,12505,2965,12155,3315,22260,6115,29795,9925
d03456,acetaminophen-butalbital,4310,1480,510,190,1100,385,575,240,750,240,475,160,860,290,1140,475
d03457,aspirin/butalbital/caffeine,11850,3495,5565,1670,5080,1490,2790,755,3210,790,2265,710,4820,1240,5560,1885
d03459,apap/dichloralphenazone/isometheptene,5820,3085,155,105,260,160,0,0,0,0,0,0,0,0,0,0
d03461,belladonna/caffeine/ergotamine/pentobarbital,85,15,65,20,35,15,0,0,0,0,0,0,0,0,0,0
d03462,amitriptyline-chlordiazepoxide,34715,6525,41940,6725,41630,6690,37750,6050,34285,5530,30270,5145,22905,4345,20530,3810
d03463,amitriptyline-perphenazine,117240,19245,121185,17635,107580,15610,94580,13965,85815,13000,79425,12295,71820,11230,56540,9595
d03469,aspirin-carisoprodol,7140,2895,7680,3110,6355,2590,4055,1715,3275,1240,2230,765,845,295,620,215
d03470,aspirin/carisoprodol/codeine,3175,1140,2860,1170,2505,850,2035,740,1810,525,1635,360,1350,220,1100,175
d03472,aspirin/caffeine/orphenadrine,9570,3685,10135,3675,9145,3190,8260,2750,6400,2090,4115,1540,2550,955,940,480
d03473,carbidopa-levodopa,1807090,247710,1941825,253105,1916345,250860,1890075,250160,1890425,252940,1907820,257920,1948625,266190,2081590,290725
d03474,aluminum hydroxide-magnesium hydroxide,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d03478,al hydroxide/mg hydroxide/simethicone,535,265,,,,,0,0,0,0,0,0,0,0,85,60
d03483,calcium carbonate-simethicone,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d03485,atropine/hyoscyamine/pb/scopolamine,595,325,35,35,0,0,0,0,0,0,,,0,0,0,0
d03492,chlordiazepoxide-clidinium,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
d03495,belladonna/ergotamine/phenobarbital,4700,1330,420,180,,,0,0,0,0,0,0,0,0,0,0
d03496,docusate-senna,365,235,,,0,0,0,0,0,0,0,0,,,910,420
d03498,casanthranol-docusate,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d03505,atropine-difenoxin,2365,700,2280,645,595,300,45,40,,,70,35,360,105,150,60
d03506,atropine-diphenoxylate,667470,299705,739240,322870,727770,311275,705950,297870,692065,294010,678520,281345,522560,214820,577530,247695
d03508,isoniazid-rifampin,105,40,75,55,115,20,85,35,135,30,40,30,,,25,15
d03509,erythromycin-sulfisoxazole,315,210,390,240,165,125,120,110,115,80,185,105,225,95,170,80
d03513,methenamine-sodium acid phosphate,17885,3430,17700,3340,10585,2190,4555,1370,2495,700,2330,645,2090,600,0,0
d03520,naphazoline-pheniramine ophthalmic,30,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d03521,cyclopentolate-phenylephrine ophthalmic,725,700,715,630,540,435,0,0,0,0,0,0,0,0,0,0
d03522,phenylephrine-scopolamine ophthalmic,20,20,25,25,20,20,0,0,0,0,0,0,0,0,0,0
d03524,bacitracin/neomycin/polymyxin b topical,95,95,0,0,,,0,0,,,0,0,0,0,35,35
d03525,gramicidin/neomycin/polymyxin b ophthalmic,15170,13175,15165,13225,13920,11865,12180,10250,11005,9250,10445,8860,8765,7540,8060,6795
d03526,neomycin-polymyxin b sulfate topical,6975,705,6035,670,4160,640,5520,590,5860,590,4335,635,3390,605,4145,590
d03527,bacitracin-polymyxin b topical,155,105,0,0,0,0,0,0,0,0,0,0,0,0,,
d03528,oxytetracycline-polymyxin b ophthalmic,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
d03529,polymyxin b-trimethoprim ophthalmic,36790,31365,42730,36280,47685,40135,57615,48215,68135,57125,105065,86830,115250,95520,131960,110130
d03533,neomycin/polymyxin b/prednisolone ophthalmic,185,105,195,110,175,80,125,50,110,40,90,55,,,0,0
d03534,gentamicin-prednisolone ophthalmic,885,610,895,585,785,570,830,535,790,555,1010,685,890,690,1265,905
d03536,dexamethasone-tobramycin ophthalmic,334770,223035,370885,247145,358960,238090,361985,241995,364910,243885,378290,257575,400910,277555,434395,302185
d03537,dexamethasone/neomycin/polymyxin b ophthalmic,114400,76365,133625,89410,142290,95755,156740,106235,175755,120470,209670,140930,234125,158595,279210,191715
d03541,prednisolone-sulfacetamide sodium ophthalmic,55180,36035,52430,34215,38430,24640,37475,23000,33145,20295,30525,18620,28590,17240,22150,13650
d03543,hydrocortisone/neomycin/polymyxin b otic,252260,203115,273420,218435,282250,224735,279660,223765,283110,228800,295450,237440,294315,237465,313490,255240
d03546,hydrocortisone-pramoxine topical,91605,53560,16490,11970,150,140,135,75,185,130,5160,3850,6740,4470,10380,6805
d03552,clioquinol-hydrocortisone topical,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d03561,betamethasone-clotrimazole topical,736450,388580,880280,455910,922020,469360,939430,479090,977075,496045,895475,468150,926235,476390,858900,459545
d03562,nystatin-triamcinolone topical,383395,199195,424255,222775,426630,222945,432720,226145,442275,232640,415350,224400,429200,230810,372020,209255
d03566,captopril-hydrochlorothiazide,57435,8965,56305,7925,49820,7030,42600,6175,35900,5355,30820,4775,24810,4105,21485,3770
d03569,carbinoxamine,21705,9170,15750,6000,13590,5040,9270,3475,7220,2575,8430,3680,10560,4435,9890,4170
d03570,carbinoxamine-pseudoephedrine,3505,1770,375,250,45,25,0,0,0,0,0,0,0,0,0,0
d03573,carbetapentane,0,0,,,,,0,0,0,0,0,0,0,0,0,0
d03574,carbetapentane/cpm/ephedrine/phenylephrine,290,215,115,105,110,80,,,0,0,0,0,0,0,0,0
d03577,carbinoxamine/dextromethorphan/pse,,,35,25,0,0,0,0,,,0,0,0,0,0,0
d03600,potassium bicarbonate,24640,6970,26195,6930,28780,7210,23800,6565,18610,4725,17405,4665,16545,4340,14400,3965
d03618,hyoscyamine/methenam/m-blue/phenyl salicyl,80910,41055,71495,36990,53920,28885,32745,18195,10615,6205,8860,5010,3800,1810,4175,2120
d03620,antazoline-naphazoline ophthalmic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d03622,benoxinate-fluorescein ophthalmic,0,0,,,,,0,0,0,0,0,0,0,0,0,0
d03623,acetic acid topical,14555,3350,13865,3280,11200,2770,14240,2725,16560,2935,16300,3175,16245,3140,19350,3685
d03625,acetic acid-hydrocortisone otic,47235,33440,51620,36675,41140,28980,34065,23915,30520,21410,23440,16905,23155,16555,22805,16600
d03627,antipyrine-benzocaine otic,41100,34890,45485,38435,26145,22310,25760,22185,14955,12935,13595,11610,16185,14175,20700,17945
d03628,antipyrine/benzocaine/phenylephrine otic,700,635,835,780,400,370,255,240,,,0,0,0,0,0,0
d03640,budesonide nasal,227935,97910,226055,88605,191670,70050,110795,38670,50805,19965,24685,9770,18620,6430,21100,7110
d03641,petrolatum topical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
d03644,lactobacillus acidophilus,50,45,0,0,0,0,0,0,0,0,0,0,0,0,300,150
d03646,lactobacillus acidophilus and bulgaricus,20,20,0,0,0,0,0,0,0,0,0,0,0,0,135,70
d03647,isopropyl alcohol topical,118320,41870,164950,49885,197195,57690,204165,59760,212220,60610,237980,71515,275155,77590,264165,76065
d03648,"ophthalmic irrigation, intraocular",,,,,,,25,20,,,65,20,50,20,60,35
d03650,candida albicans extract,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
d03651,choline salicylate-magnesium salicylate,45250,11270,43805,10320,27165,6415,13345,3550,2810,720,1205,200,390,145,270,85
d03652,colchicine-probenecid,37030,8925,41080,8800,38665,8195,34670,7660,32405,7555,38280,9675,39375,9905,40060,10395
d03655,lidocaine-prilocaine topical,121465,33755,160760,43515,192180,51815,221420,59695,257285,70590,198415,72045,181220,79205,272665,122700
d03656,ethyl chloride topical,5745,2150,3985,1930,60,25,0,0,0,0,0,0,0,0,0,0
d03660,multivitamin with iron and fluoride,235,90,530,165,215,60,115,35,30,15,40,20,,,55,30
d03664,phenol topical,,,,,,,0,0,0,0,0,0,0,0,,
d03665,menthol topical,,,0,0,0,0,0,0,0,0,0,0,0,0,30,15
d03667,methacholine,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d03668,methyl salicylate topical,,,0,0,0,0,0,0,0,0,0,0,0,0,,
d03669,menthol-methyl salicylate topical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
d03676,naloxone-pentazocine,41895,11720,46150,12405,35675,9345,27075,6925,24160,7120,29905,8965,19445,5490,14985,3585
d03682,acetaminophen-pentazocine,12635,3925,11260,3200,8995,2640,6630,1950,5945,1815,8440,2460,4470,1280,3800,1075
d03684,thrombin topical,65,20,55,30,,,0,0,0,0,0,0,0,0,0,0
d03689,calcium acetate,381455,94350,417475,97765,435370,100345,441805,102410,459525,104945,479850,108285,477860,109325,508625,113385
d03690,aluminum sulfate-calcium acetate topical,15,15,0,0,0,0,0,0,0,0,0,0,0,0,15,15
d03693,ichthammol topical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
d03695,pramoxine-zinc oxide topical,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d03697,balsam peru topical,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
d03702,sulfur topical,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
d03703,coal tar topical,370,165,185,115,205,130,0,0,0,0,0,0,0,0,,
