HRR #,HRR City,State,Resident Population (1996),"Acute Care Hospital Beds per 1,000 Residents (1996)","Hospital-based Registered Nurses per 1,000 Residents (1996)","FTE Hospital Employees per 1,000 Residents (1996)","Total Physicians per 100,000 Residents (1996)","Primary Care Physicians per 100,000 Residents (1996)","Total Specialists per 100,000 Residents (1996)","Allergists/ Immunologists per 100,000 Residents (1996)","Anesthesiologists per 100,000 Residents (1996)","Cardiologists per 100,000 Residents (1996)","Cardiovascular/ Thoracic Surgeons per 100,000 Residents (1996)","Critical Care Physicians per 100,000 Residents (1996)","Dermatologists per 100,000 Residents (1996)","Emergency Medicine Physicians per 100,000 Residents (1996)","Endocrinologists per 100,000 Residents (1996)","Family Practice Physicians per 100,000 Residents (1996)","General Surgeons per 100,000 Residents (1996)","Gastroenterologists per 100,000 Residents (1996)","Hematologists/ Oncologists per 100,000 Residents (1996)","Infectious Disease Specialists per 100,000 Residents (1996)","Internal Medicine Physicians per 100,000 Residents (1996)","Neonatologists per 100,000 Residents (1996)","Nephrologists per 100,000 Residents (1996)","Neurosurgeons per 100,000 Residents (1996)","Neurologists per 100,000 Residents (1996)","Obstetrician/ Gynecologists per 100,000 Residents (1996)","Ophthalmologists per 100,000 Residents (1996)","Orthopedic Surgeons per 100,000 Residents (1996)","Otolaryngologists per 100,000 Residents (1996)","Pathologists per 100,000 Residents (1996)","Pediatricians per 100,000 Residents (1996)","Plastic & Reconstructive Surgeons per 100,000 Residents (1996)","Psychiatrists per 100,000 Residents (1996)","Pulmonologists per 100,000 Residents (1996)","Radiologists per 100,000 Residents (1996)","Radiation Oncologists per 100,000 Residents (1996)","Physical Medicine/ Rehabilitation Physicians per 100,000 Residents (1996)","Rheumatologists per 100,000 Residents (1996)","Urologists per 100,000 Residents (1996)","Vascular Surgeons per 100,000 Residents (1996)"
360,Scranton,PA,297688,3.19879,3.51671,13.39121,190.2372580303,69.642477137,119.7132072806,1.5056485789,7.5434582336,6.0255937148,1.7627343184,0.4459,2.6649589004,6.1163549655,1.2073763014,30.2218264356,10.3671523989,3.2738345836,2.0191199819,0.9319534899,28.3687954862,0.8690278772,1.4859179278,2.4028304584,3.9489556205,10.8186509934,5.1769161307,6.3854486112,2.9473756031,3.99876,10.0111736836,1.6606381519,12.3911277063,2.777729761,10.74543,1.3776968924,2.1286360967,0.686397405,2.671008059,1.0915988012
362,Wilkes-Barre,PA,248402,3.5413,3.14487,12.95079,200.0688949521,78.6382331851,120.8556160367,1.2916195006,8.0680304656,6.2020346747,2.3436098778,0.49658,2.25864813,7.103721648,0.7156279579,44.7740613649,8.9355652792,4.0863274903,2.2132606331,0.9899405416,23.2423939223,0.1237683668,1.3104852444,1.9207111846,2.3974683755,13.1793375118,6.5949641808,6.4128012409,2.1263963919,5.6455,10.3148844983,1.66008643,9.5465759716,3.043078273,10.97765,1.2155187987,2.2257952545,1.4972663517,4.6511722792,0.6437729273
363,York,PA,376089,1.95156,2.62803,10.63013,161.7143172784,64.3334341457,96.3836773782,0.8691853528,11.6625629571,3.7111156063,0.899858833,0.10794,1.5244062545,7.9464402459,0.5897483739,40.7408165563,7.4546527101,2.2765298459,1.2366386992,0.3338690284,15.888666765,1.2049482724,0.6345997976,1.4996099901,1.3010537682,10.4883917904,4.4681741171,5.7329736441,2.1027396021,3.40743,7.6447285968,1.369757939,4.7397285316,1.4347076682,7.23052,0.5934998674,1.945733027,1.0860928859,3.046791312,0.823130455
364,Providence,RI,1144116,2.3813,2.80668,13.14791,209.6418528153,72.3990765424,136.2809260928,1.5508564974,9.2921357847,7.5605439764,1.375551635,0.6579,3.7760941254,6.6306814809,1.1190443496,20.8637537087,11.505876837,4.051803657,2.9771052594,1.2593243033,33.8994811341,0.4486922138,1.5496418908,2.0697177748,4.1074110418,12.4867429837,5.8380929506,9.2914212317,3.0168665544,6.88027,17.7001561603,1.6343622252,16.265891802,2.7822411337,10.72319,1.0360757699,1.1180607305,1.231679459,3.7516661998,0.5608271968
365,Charleston,SC,756108,3.2881,3.94699,14.07862,180.0016374765,57.9042665459,121.2344196238,0.7429071447,11.1133533879,4.2762506835,1.7312747623,0.49123,2.927659312,8.7470659834,0.5737837067,28.0086852012,9.4710036855,3.009065553,2.0703916679,0.83641439,20.6694209154,0.7984282815,1.29313248,1.5516346864,3.1089786143,10.216409746,6.8418376963,6.7498396357,2.7367492155,5.41444,9.408496972,2.0052662689,11.3956501789,2.3040463297,7.69366,0.9728413714,1.1682996898,1.6286120851,4.5449433833,0.2990799592
366,Columbia,SC,1069366,2.93539,3.31691,13.59484,163.4047960952,55.0934460912,107.3605404694,0.7706667899,8.8590615629,5.0901750706,1.2992629545,0.31362,2.310805378,6.4149922183,0.6259688334,28.7772650783,9.1502299587,2.8399442373,1.0834889941,0.6258344802,16.3406560487,1.1264261662,1.2418831026,0.9803323053,1.6950743906,10.4358234906,6.1792654085,5.1948526637,2.1471895395,4.45243,9.8376874064,1.0883893665,13.5011597453,1.2270545546,6.51642,0.933726428,0.7379022895,0.6644970457,3.1441065776,0.5110111283
367,Florence,SC,359522,3.58597,4.36439,18.37832,132.6742948327,50.9296449592,80.4242740477,0.8781085662,6.229168848,3.4309148941,0.7071147878,0.34425,0.9145345689,4.7173796409,0.3497863641,30.4005208716,8.964100592,2.0316578705,1.0452479396,0.1006623541,14.3546783212,1.3528586408,1.0741211095,0.7506274554,1.7475717078,9.1305344524,3.0524621664,5.0102226057,1.7651703094,2.42002,6.2948917797,1.0496162554,4.889137889,1.0446372803,5.48067,0.6332344972,1.4231307664,0.4064444613,3.3932638974,0.3171001549
368,Greenville,SC,760317,2.26604,3.07606,11.17437,164.9164293607,58.8374491155,105.1733654955,0.7444436986,8.975433857,3.5981892964,1.2414634467,0.55389,2.4116584618,7.1921333266,0.3220994203,32.8923104728,8.7018389412,2.4234418266,1.5756061723,0.4693695696,15.3126421676,0.5468448492,1.3784164935,1.4369645659,1.7998685336,11.5655930465,5.5132104898,8.0609232125,2.908860076,2.86048,10.6241712138,1.1199225127,8.0420632155,1.0224700717,8.15356,0.8366466207,0.8850342134,0.5791125501,3.522049186,0.5173473718
369,Spartanburg,SC,334961,2.96406,3.56643,13.83732,146.156552556,51.3736711528,93.8834009754,1.0099777197,6.7817313072,2.6603384931,1.4651223061,0.06507,1.9540712896,4.3222095147,0.6069251468,32.6642306621,11.8014040113,1.6743060496,1.2819005548,0.6279884897,10.5998953598,1.0822296518,0.9745315621,1.8411268479,2.525856876,11.675434013,3.7187388339,7.2215131001,2.3175660574,4.29168,8.2564512291,1.6185745144,4.39927941,0.756184974,7.32837,0.9023445004,0.1455892818,0.6329433211,3.6870788333,0.0821819739
370,Rapid City,SD,197999,3.46596,3.41029,14.64375,172.0401149929,71.5997711138,98.9235928626,0.5340989295,4.771460547,4.0766444076,1.5939893956,0.03241,2.4604115898,3.6822615754,0.5540834203,49.6678826192,13.3693834195,1.5845264118,1.1205237651,0.5248217928,16.5118712112,0.4186490206,0.5496743998,1.5664663261,3.0155612507,7.1734058385,5.4223505576,6.1401288337,2.4298945331,3.50249,6.4575840283,1.0493953352,10.1970586277,2.3915721488,10.46588,1.0266129309,1.9953231539,1.0304202209,2.9532153439,0.0391591871
371,Sioux Falls,SD,724678,3.79864,4.11574,14.8641,149.6121912502,63.6275596121,84.4507273057,0.8328810687,5.4188289948,3.1303188095,1.0030840827,0.21253,1.5634645166,2.7510501902,0.9588807863,44.4069024923,9.7421193336,1.0712395095,1.6359529476,0.47637539,14.2743002937,1.0236566015,0.403232525,0.8484023843,2.2796672954,7.5441200278,4.1956640734,6.0312041769,2.5827759533,4.18718,5.5698221833,0.9568761234,7.1449016714,1.0068779693,6.4571,0.9681038024,1.0890990637,0.5124034698,2.8564196842,0.1789590189
373,Chattanooga,TN,603002,3.06793,3.24942,13.68768,161.2107837975,55.7769139567,104.5636015048,0.844438362,10.594312372,3.9506115137,1.3769579524,0.64678,1.2175605786,6.6017734607,0.8024785373,23.6692874924,7.0994188358,2.8822374101,1.3184693582,0.820071668,19.9065608049,1.1086575651,0.980647732,1.2885204448,1.389514224,12.1856562936,5.4572040278,7.163857441,2.1457647179,3.06527,12.3477686799,1.9228081041,8.1837223515,2.1884928986,8.55926,1.1091167529,1.1295675369,0.7911112244,2.29855253,0.1928482483
374,Jackson,TN,304310,3.29975,2.90977,12.88965,135.0414510002,54.987848037,79.0219427773,0.1466440981,5.5845538813,2.4553191671,1.3587152028,0.07114,1.3143083358,3.4311050262,0.1251053743,31.6481283657,9.2103771062,2.5573306421,0.9560488535,0.3392488709,15.3204952774,0.1262775538,1.0917989991,1.5869345601,1.1613212173,8.5241035591,4.1610181468,5.2847128321,1.869129088,3.81511,8.0935744944,1.5719289638,5.0291281371,1.1853723275,6.88429,0.834589223,0.4350211134,0.3215189651,3.2625815326,0.0771307139
375,Johnson City,TN,237376,3.28147,3.51914,12.51925,189.8979356935,72.0463298858,117.2726763772,0.4695087006,9.31801951,4.7996557494,1.9275626446,1.13809,2.5976993991,8.5807695295,0.4188186443,32.5728286101,9.8443111362,3.053935961,1.6329927153,1.1132880049,25.442945609,1.5590027169,1.4776253942,1.1714483768,2.8042325083,11.2815987398,5.2130019737,9.5397452674,2.3285861712,6.84321,14.1110600163,1.2356792604,10.0818867688,2.2673044,8.52682,2.4504845795,1.5282111976,0.4495386881,3.3884147217,0.0570757254
376,Kingsport,TN,476614,3.58246,3.45271,14.80685,160.7749110599,62.5351257392,97.4837960833,0.892167279,6.7377605391,3.8031525161,0.8391519003,0.28473,1.3579698184,6.6508293014,0.8081679938,31.7278328562,10.8276530628,2.9613771036,1.5803076708,0.4365701645,19.2819965678,1.0427500216,0.5041821073,0.9235829324,2.5588900259,11.6596826706,3.7451915019,6.5937186925,2.8908428462,4.71265,11.6532918205,1.0132448983,5.4026614243,2.1886322094,8.39394,0.8503968001,0.3407057359,0.7608939722,3.0945338114,0.3819773572
377,Knoxville,TN,1188258,3.07209,3.03444,13.91643,164.6672806202,60.1479343502,103.7012410988,1.0684581888,7.7882218904,5.3532123018,1.699741944,0.46528,2.0742231013,5.6133939689,0.5221147637,31.5040821166,7.6116217262,2.5780601537,2.0514175981,0.8510866811,16.9326690543,1.3580595081,0.791916602,1.4526234325,2.2737961313,11.5975808273,4.0153531126,6.4928209756,2.9355888163,3.87764,11.9749713744,1.2779507663,7.8015592344,2.4279823146,8.73298,0.8558330914,0.7293615486,0.7531635961,2.6941956139,0.4848910223
379,Memphis,TN,1689602,3.63333,3.41718,14.49203,149.8904597638,49.5012930965,99.5689976533,0.7617698343,9.5848865949,4.4692733155,1.9304781253,0.29278,2.2248362702,3.2732884662,0.690474233,20.4305216288,7.6790922146,2.6993812712,1.9568651921,0.6847434436,20.9097716291,0.5823879604,0.9612185392,2.4440213202,2.4804218138,10.1845681644,4.6444614462,4.9998628833,2.3799609869,4.06238,8.404430633,1.9081316266,7.4125996681,1.9280367295,7.90074,0.9535945162,0.685289896,0.6478878413,3.1396704046,0.1996775003
380,Nashville,TN,2260204,3.05159,3.37535,12.79848,168.4440598344,57.6504072814,109.8380047121,1.1382086832,9.1221182842,5.1598231427,1.1263507909,0.53031,2.1696707004,5.5572004582,0.8179162242,24.6150105445,9.3799041664,2.6560477587,2.0861599459,0.8190289355,21.9865292781,0.652227856,1.4137322165,1.4073211639,2.2657365371,10.7604330611,5.3897823292,6.9334300958,2.9577442851,4.55452,11.044688273,1.9857732853,9.75225423,1.9892952343,8.87683,1.0688160623,0.6597811588,0.6106149201,3.3985608983,0.5036886373
382,Abilene,TX,285708,3.23482,3.58637,15.25819,153.9530163146,55.7791693511,97.202851408,1.6523974217,9.219925479,4.3710139627,1.8866609661,0.12796,2.9375092196,3.7995291343,0.4393366668,36.1790481706,8.5777518484,2.2000854873,0.6334568509,0.1055212716,13.2954077505,0.4945886169,1.0860118555,1.7749022895,2.4970262138,13.0568095993,3.9463389548,6.1958166191,3.0032012842,4.28908,6.7742531794,1.6452986723,6.15250404,1.1785667157,5.92379,1.0046904961,1.0468307235,0.4121339485,2.5537007408,0.088685292
383,Amarillo,TX,414423,3.95954,3.65118,15.84978,152.0156977656,53.9786156647,97.0340326221,1.0629722875,8.4642704931,4.2591855718,1.8574180916,0.03986,2.1165266193,4.2088921178,0.7955699305,31.9517253565,10.797641298,2.311932918,1.5537353813,0.3065551525,14.6917722599,0.512162032,1.5103401483,1.1766459867,2.3888683331,11.3545778659,3.0915623103,5.7059503316,2.2419229503,3.15544,7.6299868729,1.2366048764,6.5275996096,1.9878008869,6.85425,0.7746692277,0.8988092658,0.5353771982,2.7843723101,0.282784061
385,Austin,TX,1134631,1.73137,1.96966,8.06082,179.2782154809,62.5804245615,115.7280305161,1.6246320179,9.1468105303,4.4683949908,1.4306182911,0.22682,2.7803774223,6.3212784986,0.7795390769,32.7469896421,7.4952772571,2.2508626039,2.6789292618,0.4773190558,17.5926589583,1.2484071524,1.2522339331,1.5392673491,3.1941082319,9.7228433392,7.0923642206,6.445368224,2.2971388356,2.79249,11.7317630181,2.1489636712,16.0297700109,1.7357225911,5.50882,0.8252556361,1.0471533953,0.4957310889,2.601136919,0.5764548416
386,Beaumont,TX,451778,4.22649,3.6243,14.88717,162.7811790846,55.7393848626,106.1658574627,1.0453961064,10.6533670935,5.042771789,2.3032321681,0.11527,1.8803591971,5.1218402497,0.5823621676,33.7840623427,8.3902052151,2.6792926067,1.6402737689,0.8360008449,14.1729165774,0.6012855988,1.0646499545,1.4245377989,2.3117624031,12.3790308971,4.7478209054,6.4215814186,3.4794356539,5.24845,7.9829183007,1.3572471197,7.6511220035,0.7041236521,7.07244,0.7970050049,2.0028581595,0.3250220875,3.1664890417,0.0458237016
388,Bryan,TX,203261,2.25267,2.59845,10.68403,145.2897413992,58.7276423077,85.6937175301,1.5105849029,8.2081757929,4.4325585176,1.3934298417,0.53215,2.1331942986,2.5367723652,0.1534704167,32.676913299,6.3004138972,2.3977414518,1.4992300317,0.6473825673,16.7161080164,0.5914672528,1.1987428113,1.2127196827,1.5381626495,9.3525677232,3.6221854469,5.4465713919,2.9216953942,4.37717,9.0294537652,0.9733807173,5.5008477559,1.3136602402,7.44526,0.1770392733,0.8110714654,0.1260743114,3.5303964743,0.0420997127
390,Corpus Christi,TX,546890,3.11732,3.28054,13.94557,156.7922145572,55.0794293592,100.7739505751,1.0081423931,11.7713175158,4.528210163,1.8855262977,0.24655,1.3428991635,5.2474244382,0.8805049015,30.8354412273,6.9714980837,2.1617996969,0.9885464803,0.4815143912,13.5153325618,1.1871570701,1.2850196396,1.1149190137,2.1463867147,11.3799190494,5.0138286744,7.1404113693,2.9756003564,3.18176,10.445829692,1.3375481658,5.1765738159,1.5192926455,5.95636,0.868703882,1.3087494837,0.6562975358,2.5986473367,0.8053842124
391,Dallas,TX,3590270,2.62813,3.3299,12.44539,168.282111145,53.9709194204,113.4189729358,1.3031932209,12.1275192854,5.6768331561,1.8757594856,0.69279,2.6068243114,4.1199398829,0.9074083587,25.591062246,8.635300657,2.871748294,2.4054981443,0.6259096327,19.0823488169,0.5584550903,1.2264681326,1.2062690621,2.7841745304,11.2069033647,5.1876483607,7.0349751237,2.6416109423,4.33909,9.3592502881,2.2672499167,9.1481520502,1.8356752894,8.04644,1.0856505146,1.6960212688,1.0006071874,3.1668874242,0.5862211063
393,El Paso,TX,969472,2.39882,2.53389,10.05623,141.6723264229,41.605783958,99.8205982719,1.1738314849,9.9290176562,5.0246760705,1.7363631614,0.42948,1.8883657456,5.8749822874,1.0242838096,20.7151696432,6.7123135517,3.139619747,2.6018793962,1.2693234566,14.0381777817,0.5480772831,1.4453197671,2.0697945964,1.9464541053,9.3038237784,4.2444812642,6.0884479625,2.0919488564,4.11451,6.9945717998,0.9161253497,7.1971836638,1.4676816041,4.7664,1.0615589767,1.0189260148,1.27899965,2.4590793382,0.1597097939
394,Fort Worth,TX,1633143,2.24882,2.97836,11.46371,152.7893608671,52.9636326679,98.9638115484,1.2245199545,9.8958682919,4.0106500958,1.5799228727,0.19624,2.4308154433,4.6753551919,0.388034221,32.1636315355,6.9365867548,2.3538119634,1.8907874404,0.5049249971,13.1691496225,0.6159246449,1.069619696,1.547776525,2.3048104906,10.8223339287,4.7818131149,6.4512216676,2.0513653278,3.45915,7.5164092991,1.8896325104,6.5097051638,1.6752334082,7.09024,0.7391583407,1.4505078606,0.6704479384,2.3222000407,0.2480974007
396,Harlingen,TX,474701,2.62223,2.46805,10.17382,100.3634404815,34.0155512495,65.7504362571,0.528231613,4.2617943757,2.7704955825,1.7614551608,0.2946,0.9222218772,2.7951759578,0.795596058,15.4305162486,6.8655677423,1.5024624233,1.2104358181,0.8050550581,12.4175693405,0.7337621564,0.9176878241,1.1801659381,1.1817089028,7.3455497125,4.6931678903,2.9082468197,1.469187404,2.78102,6.2729229559,1.1764731382,3.3271596912,1.3669586491,3.4827,0.6336199029,0.2574933683,0.3324125998,2.0171738031,0.0435799108
397,Houston,TX,4890132,2.93893,3.32632,13.83026,171.2756679963,53.3690121861,117.07006831,1.1973722508,11.4255084398,6.7306224895,2.2964274016,0.49183,2.481349181,3.6385562075,0.966377675,25.3331459604,7.6894386904,3.1854867525,3.7361901039,1.2391069009,17.799002858,0.8263840879,1.5185425772,1.1547165835,3.8614609228,10.7229510518,5.7338496209,5.9929535965,2.8077290253,5.17229,10.0970616117,2.3331614516,9.6951738557,2.1898298182,7.55862,1.4940232077,1.7275392775,0.7778663749,3.285591444,0.1894998324
399,Longview,TX,184802,2.65719,3.5543,13.19328,137.9778579351,48.9091731813,88.060918184,1.2489246341,8.2186381536,2.9642367249,0.9055051406,0.15593,2.2865313456,4.7065095881,0.2351710944,29.9573975419,6.415975256,2.6191255233,1.724252724,0.568243799,12.9346746303,0.1068141451,1.5185100452,1.2059429645,2.3238278898,12.1928748918,4.2264744296,5.263923906,2.6645892368,2.4109,6.1936112902,1.7479451367,5.2408717993,2.3195462201,6.30768,0.6191037786,0.7847610063,0.1840043396,2.1140163209,0.1070013616
400,Lubbock,TX,658346,4.19598,3.3034,15.92122,153.0426275879,54.5300546317,97.2770281763,0.9972628185,9.9353236478,4.2559602278,1.7083769852,0.02853,1.9992421752,2.9199314287,0.8587485097,32.0475256136,10.5786800554,2.5021875015,1.253277581,0.5182824892,14.8294978745,0.717349375,1.0737475108,1.2501054115,1.7666122048,9.6235078739,4.5390951758,7.2112192756,2.1680810139,3.48922,7.8655417506,1.09124918,7.489569841,0.9360333814,6.86756,0.5573727349,1.5419177764,0.543920965,3.4232424382,0.1976827244
402,Mcallen,TX,458251,2.28924,2.22416,8.00972,88.1570684544,33.7778909455,53.2684199198,0.2739488147,5.3204842131,2.33520067,1.3417515134,0.24412,1.0000173624,1.2818134044,0.326202191,21.8705677013,5.0370791382,1.3722381545,0.9040781641,0.3202956712,8.3180866173,0.3503752698,0.820662295,0.6258257075,0.4667079507,5.6713292459,2.9596479246,2.796485051,1.9854548014,1.77747,4.0425446773,0.8361621611,2.4860088453,0.8497191394,2.98837,1.0221068269,1.0255405189,0.3110577012,1.4898980605,0.0472425932
406,Odessa,TX,322637,3.44231,3.24417,13.80658,124.3275777684,36.3795749762,87.5901467892,0.952964244,7.9578207232,4.0522603909,1.7103726402,0.06531,1.7759460692,4.660700926,0.7428427729,19.5430021552,7.0484522844,1.5320487027,1.8610900266,0.1001963196,11.1102315103,1.0662112044,0.7452128166,1.4706272528,1.1669017466,11.4871138843,4.8389332207,5.3138637669,1.8874721136,3.43764,5.8448559074,0.9207953454,4.9664125294,1.5041150965,4.45756,0.7407627019,1.7043708254,0.3955373839,2.755499108,0.7213506607
411,San Angelo,TX,156797,3.62627,3.1721,13.90279,156.472856652,50.7189335017,104.9074717273,0.7804595198,12.2468218756,4.9778493571,0.7833243636,0.08336,1.4874668567,10.0956765281,0.1197066431,30.3299684684,6.590310561,2.5961034017,1.935276341,0.0884832914,12.852835201,0.1047006395,1.3087576404,1.4482067978,3.3209930056,10.1640602358,4.0718499535,7.42892065,2.7381746403,3.0211,7.767609093,1.540356486,6.2524151767,1.3469889928,6.9591,0.6791708544,0.2553680481,0.6628874845,2.6964993366,0.0747017443
412,San Antonio,TX,2131335,2.41058,2.67981,10.9328,182.717355349,55.8532591251,126.0427753763,1.5610682888,12.7172244847,5.5254659361,1.8021807612,0.74425,3.1337991922,5.9150657895,1.475662358,29.0961820355,8.7405132162,2.7884578509,2.3004442957,1.2755734698,17.0097860213,0.9304105086,2.0371458354,1.6540092909,3.4637753397,10.0779640964,6.0380098146,6.3617694199,2.8153742448,5.51373,9.7457645971,1.9194031834,12.3149966465,2.1523915561,9.43481,0.9133449698,2.0314671298,1.3095666826,3.3400728507,0.5854903595
413,Temple,TX,384620,2.24936,2.55323,12.02206,124.1228976257,44.8853814202,78.0702586899,1.2019258032,5.9562807701,3.0002131711,0.7322941189,0.588,0.7477004585,6.2178571517,0.2978866217,23.0748850804,6.8574017151,0.9560555589,1.4327128204,0.2980245562,12.8997076644,0.1094556855,0.4063178094,0.2788877847,2.4173903148,6.4859620646,4.6140657475,4.4796769021,1.5793251056,3.54555,8.6208922315,0.5586698056,7.1299006445,1.674766695,6.23298,0.1002742387,1.7771301594,0.2980959669,2.034109773,0.0623857445
416,Tyler,TX,467199,3.01919,3.33091,16.38139,164.0899508448,57.9083177437,105.1302409572,1.4279266756,10.1684262323,3.0572820931,1.9504440553,0.16101,1.5746882133,5.6683415523,0.6639632038,34.9622163373,10.0778177219,2.042596352,1.5787900578,0.3184868735,15.3013523029,0.1346525758,0.9207344078,1.5494363453,2.2233935653,13.1830269546,4.8455456016,6.5168626825,2.6225293958,3.54303,7.9018573461,1.7259714246,7.2316396289,2.8689348236,7.70202,0.5117358675,1.2912578499,0.7821834495,3.3347563867,0.255932206
417,Victoria,TX,143410,4.07442,3.38062,16.33466,156.7491941703,54.9290775425,100.9547876752,1.4462954759,11.575719333,2.9999023003,1.3975783631,0.16799,2.2213011945,3.4614204293,1.3629083829,36.7283587571,7.6016501401,2.7382167365,2.0914839207,0.1907544171,11.1244118658,0.1999208228,0.2476068884,2.0364813342,2.3656325353,10.9044437166,3.8899941531,6.1216468528,2.4161092242,5.75309,7.5509200895,1.7675334847,8.8056467689,1.4365309861,8.13969,1.2910077114,0.9787418218,0.7040800132,2.3147056395,1.1733357819
418,Waco,TX,315426,2.51968,2.23275,11.87522,151.4068408876,54.8600741347,95.6608692724,1.322314535,9.069528294,3.4718551814,1.4958684602,0.19187,1.6251288585,4.5579528657,0.1342899537,35.2621234303,7.3600038703,1.8921241374,0.9704466539,0.7013446583,13.8778804933,0.7329169771,1.3544491335,1.8823885365,1.806508164,9.3974311163,4.6148833477,5.3904463229,1.9227813147,4.54932,5.962413077,1.7703790364,11.4170861554,1.4912282917,7.2736,0.3907589908,1.6766507868,0.1262901569,3.2304535769,0.0687770904
420,Wichita Falls,TX,200911,3.40167,2.49419,12.94547,172.2347013293,60.0567337705,111.1494453597,1.1322554499,9.0930384011,3.3690607669,1.9715900478,0.08942,2.1043710771,4.5021336481,0.5316053736,38.7021082685,10.7622336639,2.0092759763,1.0871734275,0.920780455,14.850679672,0.5009657692,1.0255968575,0.7855892503,3.5549991931,10.9344649973,4.4130199225,7.3017993475,4.0192575138,4.33595,6.8569675291,0.9889720265,17.0192945976,2.2988485362,7.72302,0.5247845181,0.2948166818,0.9336048991,3.3514534494,0.4514218628
421,Ogden,UT,359938,2.35691,2.88674,10.88639,137.0953942284,41.6704317541,95.2800981764,0.6341379124,10.9851445805,3.6307010757,1.5467518962,0.79956,2.0859819351,4.8652952858,1.0541897291,25.6949056405,5.8114917374,1.6147652015,0.8948588393,0.3967752237,11.4643440665,1.4205328845,0.4085932278,1.1640519928,1.1486744963,11.5956003543,4.9683880847,7.1837533302,2.4358503849,2.02831,5.2830275179,1.9053584596,6.2939053383,1.2502638328,5.10398,0.423713102,1.3806716897,1.1071184977,2.1112620562,0.0388605279
422,Provo,UT,397951,2.16112,3.50981,12.10189,131.4788711588,43.5082344578,87.6409195612,0.8186251581,8.1787475526,3.0197634268,1.2397586545,0.02037,3.5491369348,4.8119542891,0.0931655276,30.0260471063,6.0604141228,2.0059124782,0.9209068364,0.0883508284,10.4243695759,0.7188587735,0.4349889305,1.2647638381,1.4670211754,9.3685196087,4.9940115031,6.7308470603,1.9117101983,2.84477,4.2976008835,2.0221874615,6.853847846,0.9412448247,4.11924,0.7754768773,1.1060276385,0.8203710366,3.007672004,0.0517992513
423,Salt Lake City,UT,1658407,2.4398,3.36148,12.30713,155.6005558181,48.3089481272,107.088337114,0.8866606624,12.2169636766,4.0222842641,1.2071612159,0.14892,2.244476564,7.1005818583,0.6965412129,24.2449042829,7.9214802446,2.6441799845,1.6394199314,0.665808973,17.1807246314,0.3809430165,0.5628529478,1.4125572727,2.1017157494,10.8486290168,5.0739994059,7.4922106714,2.6785936579,3.39622,7.5316346457,2.2889183718,9.6098693753,2.0385721943,6.06058,0.501865281,1.1468071798,0.8091303513,2.6585885006,0.2542474532
424,Burlington,VT,615795,2.71669,3.34097,13.66501,192.6882177068,74.0286823472,117.6634324636,1.1244858697,9.5507015313,4.9351234518,1.0225270841,0.24494,2.1740809452,6.6190161704,0.728324017,31.701666921,10.5251553918,1.7244716987,1.8681674439,1.0198247076,27.8156605318,0.5071354044,0.447561415,1.9871160233,3.2126640981,9.9262804458,6.0172444352,6.563943027,1.9775292935,4.22339,14.5249674149,1.7181099707,16.9743419058,1.7617268466,8.32625,0.7773835357,0.7356627883,0.8837707265,3.610859677,0.482096817
426,Arlington,VA,1739167,1.70352,2.07929,7.47682,208.2889289939,70.1755296307,137.0914552906,1.6142833846,10.0872497333,6.7217908322,1.289353903,0.39738,3.3872796264,6.2757680281,1.8198576303,22.8494256033,8.29638135,4.5214215932,2.6551028147,1.7498115911,30.70862755,1.634802822,1.6538672887,1.1901012261,3.8131388543,14.1267241468,7.1384216683,8.1974130603,3.4632201188,4.08297,17.0687666155,1.4680516192,15.4406240417,2.7296885023,8.09086,1.16789471,1.7265911362,1.3115379854,3.8464368845,0.4565521725
427,Charlottesville,VA,476957,2.45076,3.68631,13.86352,188.1693144179,63.1003416008,124.0206469023,1.1457655518,9.4217473907,5.0727823075,1.1009808663,0.66981,3.3320222028,8.2470617928,1.0664490574,29.363066118,7.1391889128,2.5774850405,2.3779915995,0.5625220468,19.850391628,0.0891133914,2.0410484589,1.2960390628,6.0272363225,10.7199717351,5.3538108191,6.4757825113,2.4355277839,5.78161,14.1542370122,1.4615050526,17.3560776244,2.5354726908,11.20317,1.0885737373,1.0653574429,1.1331656968,3.4030409235,0.2388529939
428,Lynchburg,VA,223604,2.4708,3.55091,10.80721,145.6019014893,53.6250113642,91.1007684473,0.6161878014,7.2614809768,2.7088399204,1.3113756845,0.10145,2.8747780307,2.4138351456,0.5912943203,32.1653481509,8.5854117702,1.1962158081,2.3304012377,0.5254281385,13.3164500253,1.0552881588,1.8140808421,1.605896986,2.3836298011,9.9791080954,4.5847068272,6.2644895838,2.6502253588,3.9144,8.1917467468,1.6433538611,6.552839669,1.5702307315,7.36495,0.5679207702,0.6724195255,0.9082382984,3.0452930808,0.0509048444
429,Newport News,VA,515588,2.64699,2.81172,10.13968,180.9592149233,62.3307854389,117.6779389291,0.4403302395,9.5516468913,5.4446191916,1.8446517353,0.24297,2.653185051,7.3898857672,1.0074524568,33.8432420478,8.6945249844,3.1074729554,1.3893155301,0.6624262227,18.1382343739,0.0720087894,0.9318151255,1.3637426766,2.1634231977,14.7271617338,5.8002851017,6.3629781923,2.6401071523,3.12666,10.1965328599,2.186277569,10.9719942815,2.2090409877,6.64603,0.6970081715,1.3020826869,1.2605032343,3.9663679293,0.3131633507
